,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION
55,Mockito Bug 20 - Strong Oracle,2019,9321,148,1146,0,0,0,0,0,0,434,2351,0,1,org.mockitousage.matchers.CustomMatchersTest.shouldCustomMatcherPrintDescriptionBasedOnName,MOCKITO,20
56,Mockito Bug 14 - Strong Oracle,472,791,39,74,0,0,0,0,0,0,101,161,0,2,org.mockito.internal.debugging.LoggingListenerTest.shouldLogUnusedStub,MOCKITO,14
57,Mockito Bug 14 - Strong Oracle,468,1047,39,107,0,0,0,0,0,0,102,222,0,4,org.mockitousage.examples.use.ExampleTest.managerCountsArticlesUsingCalculator,MOCKITO,14
58,Mockito Bug 20 - Strong Oracle,1629,6594,106,473,0,0,0,0,0,0,320,1305,0,4,org.mockitousage.verification.VerificationInOrderWithCallsTest.shouldFailToCreateCallsForNonInOrderVerification,MOCKITO,20
59,Mockito Bug 20 - Strong Oracle,1947,34366,132,4150,0,0,0,0,0,0,381,8271,0,2,org.mockito.internal.InvalidStateDetectionTest.shouldDetectUnfinishedStubbing,MOCKITO,20
60,Mockito Bug 10 - Strong Oracle,2451,5531,147,415,0,0,0,0,0,0,499,1123,0,4,org.mockitousage.stubbing.DeepStubbingTest.shouldVerificationBasicallyWorkFine,MOCKITO,10
61,Mockito Bug 20 - Strong Oracle,2273,10634,162,1003,0,0,0,0,0,0,471,2333,0,4,org.mockitousage.verification.OnlyVerificationTest.shouldFailIfMethodWasInvokedButWithDifferentArguments,MOCKITO,20
62,Mockito Bug 20 - Strong Oracle,2595,9518,186,715,0,0,0,0,0,0,516,1817,0,2,org.mockito.internal.configuration.plugins.PluginFinderTest.single_implementation_disabled,MOCKITO,20
63,Mockito Bug 14 - Strong Oracle,800,2342,63,226,0,0,0,0,0,0,173,525,0,8,org.mockitousage.bugs.MultipleInOrdersTest.inOrderTest,MOCKITO,14
64,Mockito Bug 14 - Strong Oracle,890,3285,65,427,0,0,0,0,0,0,204,825,0,4,org.mockitousage.verification.DescriptiveMessagesWhenVerificationFailsTest.shouldSayNeverWantedButInvoked,MOCKITO,14
65,Mockito Bug 20 - Strong Oracle,752,1172,31,79,0,0,0,0,0,0,150,239,0,1,org.mockitousage.stubbing.BasicStubbingTest.unfinished_stubbing_cleans_up_the_state,MOCKITO,20
66,Mockito Bug 26 - mockito Oracle,1322,2515,95,195,0,0,0,0,0,0,280,533,0,1,org.mockitousage.bugs.ListenersLostOnResetMockTest.listener,MOCKITO,26
67,Mockito Bug 26 - mockito Oracle,1996,10619,141,1258,0,0,0,0,0,0,432,2476,0,1,org.mockitousage.stacktrace.PointingStackTraceToActualInvocationInOrderTest.shouldPointToFirstMethodBecauseOfTooManyActualInvocations,MOCKITO,26
68,Mockito Bug 20 - Strong Oracle,2093,20694,153,1970,0,0,0,0,0,0,422,4213,0,3,org.mockitousage.verification.VerificationInOrderMixedWithOrdiraryVerificationTest.shouldAllowRedundantVerifications,MOCKITO,20
69,Mockito Bug 20 - Strong Oracle,1888,6626,129,464,0,0,0,0,0,0,380,1344,0,2,org.mockitousage.verification.AtMostXVerificationTest.shouldPrintDecentMessage,MOCKITO,20
70,Mockito Bug 20 - Strong Oracle,450,3146,25,427,0,0,0,0,0,0,92,803,0,3,org.mockitousage.misuse.DetectingMisusedMatchersTest.should_fail_fast_when_argument_matchers_are_abused,MOCKITO,20
71,Mockito Bug 4 - Strong Oracle,941,7304,64,1022,0,0,0,0,0,0,200,1894,0,1,org.mockitousage.stacktrace.StackTraceFilteringTest.shouldFilterStackTraceOnVerifyNoMoreInteractions,MOCKITO,4
72,Mockito Bug 4 - Strong Oracle,937,7300,64,1022,0,0,0,0,0,0,199,1893,0,1,org.mockitousage.stacktrace.StackTraceFilteringTest.shouldFilterStackTraceOnVerifyZeroInteractions,MOCKITO,4
73,Mockito Bug 12 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.mockitousage.annotation.CaptorAnnotationBasicTest.shouldCaptureGenericList,MOCKITO,12
74,Mockito Bug 20 - Strong Oracle,1746,13621,131,1264,0,0,0,0,0,0,357,2737,0,3,org.mockitousage.verification.VerificationOnMultipleMocksUsingMatchersTest.shouldVerifyMultipleMocks,MOCKITO,20
75,Mockito Bug 14 - Strong Oracle,492,808,38,71,0,0,0,0,0,0,106,166,0,2,org.mockitousage.matchers.CapturingArgumentsTest.shouldCaptureIntByCreatingCaptorWithPrimitiveWrapper,MOCKITO,14
76,Mockito Bug 14 - Strong Oracle,290,2474,19,352,0,0,0,0,0,0,56,633,0,2,org.mockitousage.stacktrace.StackTraceFilteringTest.shouldFilterStacktraceOnMockitoException,MOCKITO,14
77,Mockito Bug 3 - Strong Oracle,120,125,11,12,0,0,0,0,0,0,21,22,0,2,org.mockitousage.matchers.CapturingArgumentsTest.should_capture_all_vararg,MOCKITO,3
78,Mockito Bug 20 - Strong Oracle,1585,4138,108,324,0,0,0,0,0,0,319,828,0,3,org.mockitousage.basicapi.UsingVarargsTest.shouldVerifyWithNullVarArgArray,MOCKITO,20
79,Mockito Bug 20 - Strong Oracle,1946,10398,133,756,0,0,0,0,0,0,390,2067,0,14,org.mockitousage.basicapi.MocksSerializationForAnnotationTest.should_serialize_real_partial_mock,MOCKITO,20
80,Mockito Bug 14 - Strong Oracle,1380,5046,116,617,0,0,0,0,0,0,302,1208,0,2,org.mockitousage.matchers.ReflectionMatchersTest.shouldNotMatchWhenFieldValuesDiffer,MOCKITO,14
81,Mockito Bug 19 - Strong Oracle,453,698,32,62,0,0,0,0,0,0,84,150,0,62,org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.shouldKeepInstanceOnInjectMockFieldIfPresent,MOCKITO,19
82,Mockito Bug 19 - Strong Oracle,453,698,32,62,0,0,0,0,0,0,84,150,0,128,org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.shouldInjectSpies,MOCKITO,19
83,Mockito Bug 20 - Strong Oracle,1769,6267,122,430,0,0,0,0,0,0,352,1250,0,2,org.mockitousage.stubbing.StubbingUsingDoReturnTest.shouldAllowChainedStubbingWithExceptionClass,MOCKITO,20
84,Mockito Bug 20 - Strong Oracle,2314,12676,182,967,0,0,0,0,0,0,450,2529,0,2,org.mockitousage.bugs.varargs.VarargsNotPlayingWithAnyObjectTest.shouldMatchAnyVararg,MOCKITO,20
85,Mockito Bug 20 - Strong Oracle,2216,27476,159,2970,0,0,0,0,0,0,460,6115,0,3,org.mockitousage.verification.BasicVerificationInOrderTest.shouldFailOnLastMethodBecauseDifferentMethodWanted,MOCKITO,20
86,Mockito Bug 20 - Strong Oracle,1894,2690,132,188,0,0,0,0,0,0,383,540,0,1,org.mockito.internal.util.reflection.FieldInitializerTest.can_instantiate_class_with_parameterized_constructor,MOCKITO,20
87,Mockito Bug 20 - Strong Oracle,574,676,37,49,0,0,0,0,0,0,115,137,0,1,org.mockitousage.stubbing.StubbingWithDelegateTest.method_with_subtype_return_can_be_called,MOCKITO,20
88,Mockito Bug 32 - Strong Oracle,1654,45145,129,6126,0,0,0,0,0,0,327,9643,0,1,org.mockitousage.annotation.MockInjectionTest.shouldInjectSpies,MOCKITO,32
89,Mockito Bug 20 - Strong Oracle,327,354,23,27,0,0,0,0,0,0,61,64,0,2,org.mockito.internal.stubbing.answers.ReturnsArgumentAtTest.should_be_able_to_return_the_last_parameter,MOCKITO,20
90,Mockito Bug 20 - Strong Oracle,2224,6238,147,414,0,0,0,0,0,0,453,1271,0,2,org.mockitousage.bugs.ShouldOnlyModeAllowCapturingArgumentsTest.shouldAllowCapturingArguments,MOCKITO,20
91,Mockito Bug 20 - Strong Oracle,1337,2181,81,154,0,0,0,0,0,0,293,463,0,3,org.mockitousage.misuse.SpyStubbingMisuseTest.nestedWhenTest,MOCKITO,20
92,Mockito Bug 14 - Strong Oracle,897,4196,55,526,0,0,0,0,0,0,213,1024,0,4,org.mockitousage.verification.DescriptiveMessagesWhenTimesXVerificationFailsTest.shouldVerifyActualNumberOfInvocationsSmallerThanWanted,MOCKITO,14
93,Mockito Bug 14 - Strong Oracle,1227,4410,90,502,0,0,0,0,0,0,274,1089,0,2,org.mockitousage.matchers.CustomMatchersTest.shouldAnonymousCustomMatcherPrintDefaultDescription,MOCKITO,14
94,Mockito Bug 3 - Strong Oracle,102,107,11,12,0,0,0,0,0,0,18,19,0,2,org.mockitousage.basicapi.UsingVarargsTest.shouldVerifyWithAnyObject,MOCKITO,3
95,Mockito Bug 14 - Strong Oracle,1170,5825,80,679,0,0,0,0,0,0,263,1408,0,4,org.mockitousage.verification.BasicVerificationInOrderTest.shouldFailWhenFirstMockCalledTwice,MOCKITO,14
96,Mockito Bug 20 - Strong Oracle,2190,23524,146,2960,0,0,0,0,0,0,477,5887,0,2,org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldStubbingWithThrowableFailVerification,MOCKITO,20
97,Mockito Bug 20 - Strong Oracle,1813,12019,143,1101,0,0,0,0,0,0,360,2458,0,3,org.mockitousage.verification.SelectedMocksInOrderVerificationTest.shouldVerifyInOrderMockOneAndThree,MOCKITO,20
98,Mockito Bug 26 - mockito Oracle,1140,1387,97,122,0,0,0,0,0,0,222,271,0,1,org.mockitousage.spies.SpyingOnInterfacesTest.shouldFailInRuntimeWhenCallingRealMethodOnInterface,MOCKITO,26
99,Mockito Bug 20 - Strong Oracle,137,137,7,7,0,0,0,0,0,0,27,27,0,1,org.mockitousage.basicapi.MocksSerializationTest.should_allow_mock_to_be_serializable,MOCKITO,20
100,Mockito Bug 26 - mockito Oracle,1521,14053,131,1364,0,0,0,0,0,0,309,2854,0,1,org.mockitousage.verification.VerificationOnMultipleMocksUsingMatchersTest.shouldVerifyMultipleMocks,MOCKITO,26
101,Mockito Bug 19 - Strong Oracle,453,516,32,41,0,0,0,0,0,0,84,94,0,1,org.mockitousage.annotation.DeprecatedMockAnnotationTest.shouldInjectDeprecatedMockAnnotation,MOCKITO,19
102,Mockito Bug 14 - Strong Oracle,477,801,38,72,0,0,0,0,0,0,103,165,0,4,org.mockitousage.matchers.MoreMatchersTest.shouldAnyBeActualAliasToAnyObject,MOCKITO,14
103,Mockito Bug 20 - Strong Oracle,1826,8481,137,614,0,0,0,0,0,0,359,1675,0,2,org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldReturnConsecutiveValues,MOCKITO,20
104,Mockito Bug 20 - Strong Oracle,1620,8673,108,612,0,0,0,0,0,0,323,1723,0,3,org.mockitousage.annotation.SpyAnnotationTest.should_init_spy_and_automatically_create_instance,MOCKITO,20
105,Mockito Bug 20 - Strong Oracle,1928,5057,136,426,0,0,0,0,0,0,394,1016,0,1,org.mockitousage.matchers.NewMatchersTest.shouldAllowAnyCollection,MOCKITO,20
106,Mockito Bug 19 - Strong Oracle,453,698,32,62,0,0,0,0,0,0,84,150,0,62,org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.shouldInitializeAnnotatedFieldIfNull,MOCKITO,19
107,Mockito Bug 20 - Strong Oracle,1812,8740,143,788,0,0,0,0,0,0,360,1757,0,3,org.mockitousage.verification.SelectedMocksInOrderVerificationTest.shouldVerifyMockOneInOrder,MOCKITO,20
108,Mockito Bug 26 - mockito Oracle,19,84,1,7,0,0,0,0,0,0,6,25,0,1,org.mockito.internal.stubbing.defaultanswers.ReturnsEmptyValuesTest.should_return_primitive,MOCKITO,26
109,Mockito Bug 20 - Strong Oracle,657,747,39,49,0,0,0,0,0,0,132,153,0,1,org.mockitousage.basicapi.MocksCreationTest.shouldSpecifyMockNameViaSettings,MOCKITO,20
110,Mockito Bug 20 - Strong Oracle,1058,2244,80,175,0,0,0,0,0,0,212,438,0,3,org.mockitousage.stubbing.StubbingUsingDoReturnTest.shouldAllowDoCallRealMethodInChainedStubbing,MOCKITO,20
111,Mockito Bug 14 - Strong Oracle,657,2972,38,394,0,0,0,0,0,0,154,764,0,2,org.mockitousage.verification.DescriptiveMessagesWhenVerificationFailsTest.shouldNeverBreakMethodStringWhenNoArgsInMethod,MOCKITO,14
112,Mockito Bug 20 - Strong Oracle,2599,10296,187,1192,0,0,0,0,0,0,542,2458,0,1,org.mockitousage.bugs.ActualInvocationHasNullArgumentNPEBugTest.shouldAllowPassingNullArgument,MOCKITO,20
113,Mockito Bug 20 - Strong Oracle,1975,81946,120,5971,0,0,0,0,0,0,385,17664,0,19,org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.shouldInjectMocksForClassHierarchyIfAnnotated,MOCKITO,20
114,Mockito Bug 20 - Strong Oracle,1046,1871,81,151,0,0,0,0,0,0,209,378,0,1,org.mockitousage.matchers.AnyXMatchersAcceptNullsTest.shouldAcceptNullsInAnyMatcher,MOCKITO,20
115,Mockito Bug 10 - Strong Oracle,1979,4182,121,322,0,0,0,0,0,0,398,803,0,2,org.mockitousage.stubbing.DeepStubbingTest.withSimplePrimitive,MOCKITO,10
116,Mockito Bug 20 - Strong Oracle,1288,5078,111,452,0,0,0,0,0,0,249,982,0,1,org.mockitousage.matchers.MatchersTest.containsMatcher,MOCKITO,20
117,Mockito Bug 3 - Strong Oracle,69,74,9,10,0,0,0,0,0,0,11,12,0,2,org.mockitousage.basicapi.UsingVarargsTest.shouldStubCorrectlyWhenMixedVarargsUsed,MOCKITO,3
118,Mockito Bug 20 - Strong Oracle,342,360,20,23,0,0,0,0,0,0,65,70,0,3,org.mockito.internal.verification.checkers.NumberOfInvocationsInOrderCheckerTest.shouldMarkAsVerifiedInOrder,MOCKITO,20
119,Mockito Bug 20 - Strong Oracle,1866,5591,118,439,0,0,0,0,0,0,391,1187,0,1,org.concurrentmockito.VerificationInOrderFromMultipleThreadsTest.shouldVerifyInOrderWhenMultipleThreadsInteractWithMock,MOCKITO,20
120,Mockito Bug 20 - Strong Oracle,2561,18177,183,1616,0,0,0,0,0,0,508,3709,0,4,org.mockitousage.verification.VerificationInOrderWithCallsTest.shouldAllowSequentialCallsToCallsForSingleMethod,MOCKITO,20
121,Mockito Bug 26 - mockito Oracle,1319,4437,105,534,0,0,0,0,0,0,260,1033,0,1,org.mockito.internal.InvalidStateDetectionTest.shouldCorrectStateAfterDetectingUnfinishedVerification,MOCKITO,26
122,Mockito Bug 20 - Strong Oracle,1071,1708,88,135,0,0,0,0,0,0,207,334,0,1,org.mockitousage.bugs.CovariantOverrideTest.returnFoo3,MOCKITO,20
123,Mockito Bug 20 - Strong Oracle,941,1078,76,90,0,0,0,0,0,0,177,201,0,3,org.mockitousage.bugs.ShouldAllowInlineMockCreationTest.shouldAllowInlineMockCreation,MOCKITO,20
124,Mockito Bug 20 - Strong Oracle,254,475,15,31,0,0,0,0,0,0,50,97,0,3,org.mockito.internal.util.collections.HashCodeAndEqualsSafeSetTest.can_remove_a_collection,MOCKITO,20
125,Mockito Bug 20 - Strong Oracle,2221,13972,160,1553,0,0,0,0,0,0,462,3189,0,3,org.mockitousage.verification.SelectedMocksInOrderVerificationTest.shouldFailVerificationForMockOne,MOCKITO,20
126,Mockito Bug 20 - Strong Oracle,1914,8127,119,752,0,0,0,0,0,0,386,1818,0,2,org.mockitousage.stacktrace.ClickableStackTracesWhenFrameworkMisusedTest.shouldPointOutUnfinishedStubbing,MOCKITO,20
