,Unnamed: 0,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION,FAIL
10,10,Math Bug 64 - Strong Oracle,1464,9171,114,927,0,0,44,308,8,27,47,140,0,2,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest.testOneSet,MATH,64,False
11,11,Math Bug 12 - Strong Oracle,620,107086,32,9338,0,0,3,1870,0,0,59,63,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testInputSigmaNegative,MATH,12,False
12,12,Math Bug 66 - Strong Oracle,3185,5894,39,112,0,0,16,56,1,3,280,562,0,1,org.apache.commons.math.optimization.univariate.BrentOptimizerTest.testQuinticMax,MATH,66,False
13,13,Math Bug 66 - Strong Oracle,3135,5844,37,110,0,0,15,55,1,3,276,558,0,3,org.apache.commons.math.optimization.univariate.BrentOptimizerTest.testQuinticMax,MATH,66,False
14,14,Math Bug 66 - Strong Oracle,2802,4794,1,1,0,0,0,0,0,0,258,507,0,1,org.apache.commons.math.optimization.univariate.BrentOptimizerTest.testQuinticMax,MATH,66,False
15,15,Math Bug 15 - Strong Oracle,778,15458,45,1498,0,0,49,611,3,27,14,86,0,8,org.apache.commons.math3.util.FastMathStrictComparisonTest.test1[11],MATH,15,False
16,16,Math Bug 74 - Strong Oracle,1615,2061408,129,178395,0,0,52,101838,15,2259,127,16239,0,1,org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest.testVariableSteps,MATH,74,False
17,17,Math Bug 6 - Strong Oracle,1907,32558,179,4295,0,0,3,56,2,21,303,3320,0,1,org.apache.commons.math3.optim.linear.SimplexSolverTest.testMath434PivotRowSelection,MATH,6,False
18,18,Math Bug 39 - Strong Oracle,2027,22109,80,1112,0,0,141,1653,5,49,77,414,0,1,org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest.testBackward,MATH,39,False
19,19,Math Bug 23 - Strong Oracle,1120,7790,81,568,0,0,42,377,1,6,76,355,0,2,org.apache.commons.math3.optimization.univariate.BrentOptimizerTest.testSinMin,MATH,23,False
20,20,Math Bug 39 - Strong Oracle,959,10676,60,562,0,0,59,947,8,65,69,172,0,1,org.apache.commons.math.ode.nonstiff.HighamHall54StepInterpolatorTest.derivativesConsistency,MATH,39,False
21,21,Math Bug 12 - Strong Oracle,902,1708,26,30,0,0,41,69,1,1,29,36,0,4,org.apache.commons.math3.distribution.NormalDistributionTest.testDistributionClone,MATH,12,True
22,22,Math Bug 6 - Strong Oracle,1037,21833,82,2899,0,0,2,302,0,0,140,1849,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest.testKirby2,MATH,6,False
23,23,Math Bug 82 - Strong Oracle,736,26761,79,2560,0,0,2,199,2,43,105,2453,0,1,org.apache.commons.math.optimization.linear.SimplexSolverTest.testRestrictVariablesToNonNegative,MATH,82,False
24,24,Math Bug 12 - Strong Oracle,5954,2617427292,433,302279476,3,1162937,140,33926015,43,316678,470,219111962,0,2,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testRastrigin,MATH,12,False
25,25,Math Bug 76 - Strong Oracle,1063,5075,104,610,0,0,10,82,3,10,84,195,0,2,org.apache.commons.math.linear.SingularValueSolverTest.testTruncated,MATH,76,False
26,26,Math Bug 12 - Strong Oracle,502,55163,25,2573,5,3120,1,622,1,1,50,105,0,1,org.apache.commons.math3.distribution.TriangularDistributionTest.testIllegalArguments,MATH,12,False
27,27,Math Bug 92 - Strong Oracle,537,9036,43,996,1,8,16,123,11,430,47,326,0,1,org.apache.commons.math.distribution.BinomialDistributionTest.testDegenerate0,MATH,92,False
28,28,Math Bug 64 - Strong Oracle,2162,80778,158,7705,0,0,66,2885,18,193,89,1377,0,2,org.apache.commons.math.optimization.fitting.CurveFitterTest.testMath372,MATH,64,False
29,29,Math Bug 27 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math3.fraction.FractionTest.testMath835,MATH,27,True
30,30,Math Bug 12 - Strong Oracle,1363,58164,95,2842,6,3127,69,809,17,45,66,194,0,4,org.apache.commons.math3.stat.inference.TestUtilsTest.testPaired,MATH,12,False
31,31,Math Bug 6 - Strong Oracle,2792,158348,192,20450,0,0,3,456,2,100,327,15661,0,1,org.apache.commons.math3.optim.linear.SimplexSolverTest.testRestrictVariablesToNonNegative,MATH,6,False
32,32,Math Bug 12 - Strong Oracle,458,55102,21,2567,5,3120,1,622,1,1,42,93,0,1,org.apache.commons.math3.distribution.HypergeometricDistributionTest.testIllegalArguments,MATH,12,False
33,33,Math Bug 104 - Strong Oracle,420,876,38,92,0,0,9,16,8,25,39,55,0,4,org.apache.commons.math.stat.inference.TestUtilsTest.testChiSquare,MATH,104,False
34,34,Math Bug 12 - Strong Oracle,255,54400,7,2498,5,3120,1,622,1,1,16,16,0,2,org.apache.commons.math3.distribution.UniformRealDistributionTest.testGetLowerBound,MATH,12,False
35,35,Math Bug 68 - Strong Oracle,41,243,2,21,0,0,2,20,1,1,2,2,0,2,org.apache.commons.math.optimization.general.MinpackTest.testMinpackJennrichSampson,MATH,68,True
36,36,Math Bug 6 - Strong Oracle,2618,240741,134,8263,0,0,82,15601,16,400,234,8550,0,1,org.apache.commons.math3.fitting.HarmonicFitterTest.testNoError,MATH,6,False
37,37,Math Bug 12 - Strong Oracle,1593,58710,91,2827,5,3120,83,829,16,76,57,93,0,4,org.apache.commons.math3.distribution.FDistributionTest.testSampling,MATH,12,False
38,38,Math Bug 64 - Strong Oracle,3012,5105,11,21,0,0,0,0,0,0,283,541,0,2,org.apache.commons.math.optimization.fitting.GaussianFitterTest.testFit02,MATH,64,False
39,39,Math Bug 82 - Strong Oracle,725,11474,76,1157,0,0,2,67,2,21,102,1088,0,2,org.apache.commons.math.optimization.linear.SimplexSolverTest.testEpsilon,MATH,82,False
40,40,Math Bug 6 - Strong Oracle,1162,3997,92,309,0,0,43,177,1,2,74,195,0,1,org.apache.commons.math3.optim.univariate.BrentOptimizerTest.testSinMinWithValueChecker,MATH,6,False
41,41,Math Bug 71 - Strong Oracle,2471,36020,142,2319,0,0,136,2236,15,50,128,468,0,3,org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest.testNoDenseOutput,MATH,71,False
42,42,Math Bug 43 - Strong Oracle,330,599,26,62,0,0,2,5,4,4,25,36,0,4,org.apache.commons.math.stat.descriptive.SummaryStatisticsTest.testOverrideVarianceWithMathClass,MATH,43,True
43,43,Math Bug 24 - Strong Oracle,1085,7302,76,480,0,0,42,377,1,6,71,298,0,2,org.apache.commons.math3.optimization.univariate.BrentOptimizerTest.testSinMin,MATH,24,False
44,44,Math Bug 12 - Strong Oracle,325,54523,16,2513,5,3120,1,622,3,4,18,19,0,1,org.apache.commons.math3.distribution.UniformIntegerDistributionTest.testConsistencyAtSupportBounds,MATH,12,False
45,45,Math Bug 64 - Strong Oracle,2145,106135,166,9780,0,0,72,4111,23,674,56,1255,0,2,org.apache.commons.math.optimization.general.MinpackTest.testMinpackJennrichSampson,MATH,64,True
46,46,Math Bug 64 - Strong Oracle,1819,29012,143,2806,0,0,60,1026,14,72,58,357,0,2,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest.testIllConditioned,MATH,64,False
47,47,Math Bug 12 - Strong Oracle,2315,212814,159,17541,6,3482,107,7877,32,1939,108,7641,0,1,org.apache.commons.math3.stat.correlation.PearsonsCorrelationTest.testSwissFertility,MATH,12,False
48,48,Math Bug 12 - Strong Oracle,1739,58239,121,2796,6,3122,89,825,20,29,73,123,0,1,org.apache.commons.math3.distribution.BinomialDistributionTest.testConsistencyAtSupportBounds,MATH,12,False
49,49,Math Bug 31 - Strong Oracle,1381,6264,70,394,0,0,61,246,14,75,87,250,0,3,org.apache.commons.math3.stat.inference.TestUtilsTest.testChiSquare,MATH,31,False
50,50,Math Bug 6 - Strong Oracle,6937,209080,134,6730,0,0,82,12748,15,312,578,8013,0,1,org.apache.commons.math3.fitting.HarmonicFitterTest.test1PercentError,MATH,6,False
51,51,Math Bug 12 - Strong Oracle,6107,2660249429,445,307191460,3,1181996,140,34478800,43,322407,493,222700077,0,2,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testRastrigin,MATH,12,False
52,52,Math Bug 6 - Strong Oracle,425,806,27,122,0,0,0,0,0,0,57,60,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testBoundariesDimensionMismatch,MATH,6,False
53,53,Math Bug 12 - Strong Oracle,327,54481,12,2503,5,3120,7,628,3,3,23,23,0,3,org.apache.commons.math3.distribution.HypergeometricDistributionTest.testMoments,MATH,12,False
54,54,Math Bug 12 - Strong Oracle,2166,63953,138,3144,6,3124,113,1188,28,69,90,241,0,1,org.apache.commons.math3.stat.correlation.SpearmansRankCorrelationTest.testPValueNearZero,MATH,12,False
55,55,Math Bug 6 - Strong Oracle,1266,9259,88,987,0,0,3,90,0,0,177,986,0,1,org.apache.commons.math3.fitting.PolynomialFitterTest.testMath798WithToleranceTooLowButNoException,MATH,6,False
56,56,Math Bug 31 - Strong Oracle,246,378,30,51,1,1,13,16,5,5,19,30,0,2,org.apache.commons.math3.distribution.BinomialDistributionTest.testDegenerate0,MATH,31,False
57,57,Math Bug 12 - Strong Oracle,1114,69279,48,3180,5,3120,54,1568,10,85,40,253,0,2,org.apache.commons.math3.distribution.ChiSquaredDistributionTest.testDensities,MATH,12,False
58,58,Math Bug 12 - Strong Oracle,630,1552,16,32,0,0,37,74,5,10,9,17,0,4,org.apache.commons.math3.distribution.CauchyDistributionTest.testDistributionClone,MATH,12,False
59,59,Math Bug 102 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math.stat.inference.ChiSquareTestTest.testChiSquare,MATH,102,True
60,60,Math Bug 12 - Strong Oracle,286,54431,11,2502,5,3120,1,622,3,3,18,18,0,1,org.apache.commons.math3.distribution.ExponentialDistributionTest.testIsSupportUpperBoundInclusive,MATH,12,False
61,61,Math Bug 12 - Strong Oracle,1571,126947,116,9537,5,3120,63,3237,16,1570,92,2431,0,1,org.apache.commons.math3.distribution.PoissonDistributionTest.testInverseCumulativeProbabilities,MATH,12,False
62,62,Math Bug 12 - Strong Oracle,1119,56373,49,2605,5,3120,54,730,10,27,40,53,0,1,org.apache.commons.math3.distribution.GammaDistributionTest.testIsSupportLowerBoundInclusive,MATH,12,False
63,63,Math Bug 6 - Strong Oracle,1270,54484,87,5777,0,0,2,400,0,0,181,5610,0,1,org.apache.commons.math3.fitting.PolynomialFitterTest.testSmallError,MATH,6,False
64,64,Math Bug 12 - Strong Oracle,5959,907528747,433,101847015,3,445994,140,19323755,43,467325,471,64722135,0,2,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testCigTab,MATH,12,False
65,65,Math Bug 12 - Strong Oracle,1695,59032,91,2836,5,3120,84,839,16,77,68,107,0,4,org.apache.commons.math3.distribution.CauchyDistributionTest.testSampling,MATH,12,False
66,66,Math Bug 37 - Strong Oracle,606,888,30,37,0,0,32,54,4,4,20,26,0,1,org.apache.commons.math.complex.ComplexTest.testTan,MATH,37,True
67,67,Math Bug 6 - Strong Oracle,6409,1518375073,500,171892239,0,0,263,21724510,42,283626,688,139484878,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.BOBYQAOptimizerTest.testRosen,MATH,6,False
68,68,Math Bug 104 - Strong Oracle,266,676,28,85,0,0,4,8,4,21,23,32,0,5,org.apache.commons.math.stat.inference.ChiSquareTestTest.testChiSquareIndependence,MATH,104,False
69,69,Math Bug 12 - Strong Oracle,1830,61510,113,3204,6,3134,94,876,19,75,114,512,0,6,org.apache.commons.math3.stat.inference.TestUtilsTest.testTwoSampleTHeterscedastic,MATH,12,False
70,70,Math Bug 12 - Strong Oracle,2203,60983,187,3325,5,3120,40,687,10,17,157,497,0,1,org.apache.commons.math3.distribution.MultivariateNormalDistributionTest.testGetCovarianceMatrix,MATH,12,False
71,71,Math Bug 71 - Strong Oracle,1625,2062918,129,178395,0,0,52,101838,15,2259,128,16390,0,2,org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest.testVariableSteps,MATH,71,False
72,72,Math Bug 6 - Strong Oracle,2087,637294,153,83464,2,338,28,4858,19,19,234,60797,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testDiffPow,MATH,6,True
73,73,Math Bug 12 - Strong Oracle,1833,59592,119,2951,5,3120,90,866,17,55,78,124,0,2,org.apache.commons.math3.stat.inference.ChiSquareTestTest.testChiSquareLargeTestStatistic,MATH,12,False
74,74,Math Bug 12 - Strong Oracle,3069,231595406,279,18717662,6,44000,38,8459568,17,5353187,160,702606,0,1,org.apache.commons.math3.util.FastMathTest.testToDegrees,MATH,12,False
75,75,Math Bug 31 - Strong Oracle,183,192,16,18,1,1,13,13,7,7,10,10,0,1,org.apache.commons.math3.stat.regression.SimpleRegressionTest.testPerfect,MATH,31,False
76,76,Math Bug 12 - Strong Oracle,3831,60517,14,2515,5,3120,1,622,1,1,349,663,0,2,org.apache.commons.math3.distribution.TriangularDistributionTest.testPreconditions1,MATH,12,False
77,77,Math Bug 6 - Strong Oracle,2027,8272,132,735,0,0,29,217,6,29,234,762,0,1,org.apache.commons.math3.fitting.GaussianFitterTest.testFit07,MATH,6,False
78,78,Math Bug 6 - Strong Oracle,1032,1945,84,232,0,0,2,6,0,0,138,214,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackHelicalValley,MATH,6,False
79,79,Math Bug 6 - Strong Oracle,2002,60197,189,7893,0,0,4,137,2,38,323,6078,0,1,org.apache.commons.math3.optim.linear.SimplexSolverTest.testMath781,MATH,6,False
80,80,Math Bug 6 - Strong Oracle,248,301,12,22,0,0,0,0,0,0,35,38,0,1,org.apache.commons.math3.fitting.GaussianFitterTest.testFit02,MATH,6,False
81,81,Math Bug 74 - Strong Oracle,1861,8674749,140,343558,0,0,81,919974,19,68409,136,61909,0,1,org.apache.commons.math.ode.nonstiff.HighamHall54StepInterpolatorTest.checkClone,MATH,74,False
82,82,Math Bug 25 - Strong Oracle,491,11815,17,337,0,0,30,871,5,34,17,279,0,1,org.apache.commons.math3.optimization.fitting.HarmonicFitterTest.testMath844,MATH,25,True
83,83,Math Bug 104 - Strong Oracle,367,938,37,125,0,0,10,18,8,28,25,25,0,1,org.apache.commons.math.stat.inference.ChiSquareFactoryTest.testChiSquareLargeTestStatistic,MATH,104,False
84,84,Math Bug 37 - Strong Oracle,593,849,27,31,0,0,32,54,4,4,17,20,0,3,org.apache.commons.math.complex.ComplexTest.testTanhInf,MATH,37,True
85,85,Math Bug 71 - Strong Oracle,2942,6066370,154,416709,0,0,141,192454,20,61783,175,144548,0,1,org.apache.commons.math.ode.nonstiff.AdamsBashforthIntegratorTest.exceedMaxEvaluations,MATH,71,False
86,86,Math Bug 39 - Strong Oracle,3142,134485,144,7414,0,0,180,7440,8,321,160,4902,0,2,org.apache.commons.math.ode.ContinuousOutputModelTest.testModelsMerging,MATH,39,False
87,87,Math Bug 92 - Strong Oracle,132,21204,23,3108,0,0,1,515,2,516,9,1036,0,7,org.apache.commons.math.util.MathUtilsTest.testBinomialCoefficientFail,MATH,92,False
88,88,Math Bug 12 - Strong Oracle,441,54736,16,2515,5,3120,11,642,3,5,33,39,0,1,org.apache.commons.math3.distribution.ExponentialDistributionTest.testCumulativeProbability2,MATH,12,False
89,89,Math Bug 12 - Strong Oracle,5959,1110844268,433,125886832,3,556809,140,22442323,43,522532,471,80591843,0,2,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testTablet,MATH,12,False
90,90,Math Bug 12 - Strong Oracle,461,54606,19,2510,5,3120,14,635,4,4,24,24,0,1,org.apache.commons.math3.distribution.WeibullDistributionTest.testIsSupportLowerBoundInclusive,MATH,12,False
91,91,Math Bug 64 - Strong Oracle,2146,7635600,166,593573,0,0,72,369979,23,16564,57,27517,0,18,org.apache.commons.math.optimization.general.MinpackTest.testMinpackWatson,MATH,64,False
92,92,Math Bug 12 - Strong Oracle,449,55093,17,2563,5,3120,1,622,1,1,43,94,0,1,org.apache.commons.math3.distribution.TDistributionTest.testIllegalArguments,MATH,12,False
93,93,Math Bug 12 - Strong Oracle,1589,340554,66,12946,5,3120,54,9535,3,102,78,4385,0,3,org.apache.commons.math3.distribution.MultivariateNormalMixtureModelDistributionTest.testSampling,MATH,12,False
94,94,Math Bug 6 - Strong Oracle,6380,24297,132,1544,0,0,29,523,6,65,587,2211,0,1,org.apache.commons.math3.fitting.GaussianFitterTest.testFit01,MATH,6,False
95,95,Math Bug 69 - Strong Oracle,531,1652,42,199,0,0,13,39,8,8,28,61,0,1,org.apache.commons.math.stat.correlation.SpearmansRankCorrelationTest.testSwissFertility,MATH,69,False
96,96,Math Bug 92 - Strong Oracle,254,768926,21,128134,0,0,0,0,0,0,29,64065,0,3253,org.apache.commons.math.distribution.HypergeometricDistributionTest.testLargeValues,MATH,92,False
97,97,Math Bug 31 - Strong Oracle,266,3325,21,289,1,26,19,264,8,130,13,188,0,114,org.apache.commons.math3.distribution.TDistributionTest.testInverseCumulativeProbabilities,MATH,31,False
98,98,Math Bug 12 - Strong Oracle,453,107350,30,9413,0,0,13,1910,2,6,15,31,0,1,org.apache.commons.math3.util.FastMathTest.testExpSpecialCases,MATH,12,False
99,99,Math Bug 39 - Strong Oracle,1176,12254,68,737,0,0,58,777,4,47,70,320,0,1,org.apache.commons.math.ode.nonstiff.DormandPrince54IntegratorTest.testBackward,MATH,39,False
100,100,Math Bug 12 - Strong Oracle,1597,58497,92,2797,5,3120,83,824,16,66,57,88,0,4,org.apache.commons.math3.distribution.GammaDistributionTest.testSampling,MATH,12,False
101,101,Math Bug 12 - Strong Oracle,867,2681,30,53,0,0,51,100,2,5,24,44,0,4,org.apache.commons.math3.distribution.GammaDistributionTest.testDistributionClone,MATH,12,True
102,102,Math Bug 104 - Strong Oracle,19,19,3,3,0,0,0,0,0,0,4,4,0,2,org.apache.commons.math.special.GammaTest.testRegularizedGammaPositiveNan,MATH,104,False
103,103,Math Bug 12 - Strong Oracle,344,54506,18,2511,5,3120,3,624,2,2,23,27,0,1,org.apache.commons.math3.distribution.TriangularDistributionTest.testIsSupportLowerBoundInclusive,MATH,12,False
104,104,Math Bug 31 - Strong Oracle,553,3600,32,292,0,0,29,215,8,94,23,197,0,108,org.apache.commons.math3.special.ErfTest.testTwoArgumentErf,MATH,31,False
105,105,Math Bug 71 - Strong Oracle,2614,718494,152,30477,0,0,144,59088,17,1305,138,6864,0,1,org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest.testEvents,MATH,71,False
106,106,Math Bug 12 - Strong Oracle,4120,534277868,324,38307593,6,51999,83,18981614,23,10550913,224,3415511,0,1,org.apache.commons.math3.util.FastMathTest.testExpm1Accuracy,MATH,12,False
107,107,Math Bug 12 - Strong Oracle,6384,1042583027,458,121555812,3,480749,145,18634921,46,415025,533,80198019,0,3,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testMaximize,MATH,12,False
108,108,Math Bug 68 - Strong Oracle,1629,26748,118,2529,0,0,50,1004,8,29,67,238,0,1,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest.testNoDependency,MATH,68,False
109,109,Math Bug 31 - Strong Oracle,199,889,19,79,1,7,17,72,8,35,8,50,0,4,org.apache.commons.math3.stat.inference.TestUtilsTest.testPaired,MATH,31,False
110,110,Math Bug 28 - Strong Oracle,654,82296,80,11889,0,0,2,151,2,17,98,8624,0,1,org.apache.commons.math3.optimization.linear.SimplexSolverTest.testMath434PivotRowSelection2,MATH,28,False
111,111,Math Bug 72 - Strong Oracle,195,2882,22,385,0,0,8,135,1,19,15,237,0,1,org.apache.commons.math.analysis.solvers.BrentSolverTest.testBadEndpoints,MATH,72,False
112,112,Math Bug 31 - Strong Oracle,1454,5588,94,466,1,10,75,263,23,139,63,169,0,7756,org.apache.commons.math3.distribution.TDistributionTest.testSampling,MATH,31,False
113,113,Math Bug 6 - Strong Oracle,1065,2523,90,275,0,0,3,6,1,1,121,253,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testRosenbrock,MATH,6,False
114,114,Math Bug 6 - Strong Oracle,477,1031,31,88,0,0,3,6,1,1,64,125,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testRosenbrock,MATH,6,False
115,115,Math Bug 6 - Strong Oracle,1296,94863,95,12805,0,0,8,11,6,6,150,8706,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.BOBYQAOptimizerTest.testMaxEvaluations,MATH,6,False
116,116,Math Bug 6 - Strong Oracle,6389,1464798505,495,163847962,0,0,257,23381280,41,857441,691,131326335,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.BOBYQAOptimizerTest.testSsDiffPow,MATH,6,False
117,117,Math Bug 6 - Strong Oracle,964,3485,73,394,0,0,16,91,4,4,85,99,0,1,org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest.testTwoSets,MATH,6,False
118,118,Math Bug 12 - Strong Oracle,1688,785530,108,84238,5,3120,76,24474,15,7585,96,47620,0,1,org.apache.commons.math3.distribution.NormalDistributionTest.testCumulativeProbabilities,MATH,12,False
119,119,Math Bug 40 - Strong Oracle,402,2733,38,275,0,0,7,28,3,49,30,75,0,3,org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolverTest.testQuinticZero,MATH,40,False
120,120,Math Bug 68 - Strong Oracle,2560,545605,173,43786,0,0,81,24468,23,219,125,11782,0,1,org.apache.commons.math.optimization.fitting.HarmonicFitterTest.testInitialGuess,MATH,68,False
121,121,Math Bug 24 - Strong Oracle,4064,7778,57,193,0,0,16,56,1,3,368,755,0,1,org.apache.commons.math3.optimization.univariate.BrentOptimizerTest.testQuinticMax,MATH,24,False
122,122,Math Bug 7 - Strong Oracle,2501,18432915,131,955598,0,0,106,1615243,5,109932,179,434218,0,55,org.apache.commons.math3.ode.nonstiff.ThreeEighthesIntegratorTest.testDecreasingSteps,MATH,7,False
123,123,Math Bug 16 - Strong Oracle,64,70,6,6,0,0,2,2,0,0,7,7,0,12,org.apache.commons.math3.complex.ComplexTest.testSinInf,MATH,16,False
124,124,Math Bug 12 - Strong Oracle,1011,74787,51,3403,5,3120,42,2018,8,91,33,244,0,1,org.apache.commons.math3.distribution.ZipfDistributionTest.testConsistencyAtSupportBounds,MATH,12,False
125,125,Math Bug 31 - Strong Oracle,874,64842,62,5333,0,0,35,2060,13,1324,57,2291,0,12,org.apache.commons.math3.distribution.LogNormalDistributionTest.testCumulativeProbabilities,MATH,31,False
126,126,Math Bug 12 - Strong Oracle,2221,485007,148,41010,6,3830,102,21340,22,4975,142,20292,0,25,org.apache.commons.math3.distribution.BetaDistributionTest.testCumulative,MATH,12,False
127,127,Math Bug 82 - Strong Oracle,660,8893,73,907,0,0,2,51,2,14,93,833,0,4,org.apache.commons.math.optimization.linear.SimplexSolverTest.testMath272,MATH,82,False
128,128,Math Bug 106 - Strong Oracle,85,131,7,13,0,0,0,0,0,0,19,28,0,1,org.apache.commons.math.fraction.FractionFormatTest.testParseProperInvalidMinus,MATH,106,True
129,129,Math Bug 104 - Strong Oracle,392,1118,37,96,0,0,10,47,7,38,30,60,0,201,org.apache.commons.math.distribution.ChiSquareDistributionTest.testInverseCumulativeProbabilities,MATH,104,False
130,130,Math Bug 12 - Strong Oracle,540,82977,17,3714,5,3120,5,631,1,1,24,44,0,1,org.apache.commons.math3.util.ResizableDoubleArrayTest.testWithInitialCapacityAndExpansionFactor,MATH,12,False
131,131,Math Bug 6 - Strong Oracle,1118,2227,92,270,0,0,6,18,0,0,139,214,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest.testNonInvertible,MATH,6,False
132,132,Math Bug 12 - Strong Oracle,389,54985,21,2564,5,3120,5,642,4,12,23,27,0,1,org.apache.commons.math3.distribution.TriangularDistributionTest.testDensities,MATH,12,False
133,133,Math Bug 6 - Strong Oracle,1318,41234,102,3076,0,0,42,2039,1,19,96,1764,0,1,org.apache.commons.math3.optim.univariate.BrentOptimizerTest.testSinMin,MATH,6,False
134,134,Math Bug 49 - Strong Oracle,297,437,29,44,0,0,1,1,0,0,32,39,0,1,org.apache.commons.math.linear.SparseRealVectorTest.testConcurrentModification,MATH,49,True
135,135,Math Bug 31 - Strong Oracle,564,1588,35,114,0,0,29,75,8,34,23,57,0,36,org.apache.commons.math3.special.ErfTest.testErfGnu,MATH,31,False
136,136,Math Bug 6 - Strong Oracle,1294,9727,80,411,0,0,28,488,7,130,120,362,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest.testMaximize2,MATH,6,True
137,137,Math Bug 6 - Strong Oracle,800,7009,31,224,0,0,28,392,7,104,69,221,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest.testMaximize2,MATH,6,True
