,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION
46,Math Bug 6 - Strong Oracle,955,44122,72,5158,0,0,0,0,0,0,139,5354,0,1,org.apache.commons.math3.fitting.PolynomialFitterTest.testRedundantUnsolvable,MATH,6
47,Math Bug 6 - Strong Oracle,1557,6093,153,790,0,0,3,7,2,6,244,663,0,1,org.apache.commons.math3.optim.linear.SimplexSolverTest.testSingleVariableAndConstraint,MATH,6
48,Math Bug 16 - Strong Oracle,305,1751,9,51,0,0,25,145,2,12,8,33,0,4,org.apache.commons.math3.util.FastMathStrictComparisonTest.test1[44],MATH,16
49,Math Bug 6 - Strong Oracle,1123,2912,94,301,0,0,5,15,1,1,122,266,0,1,org.apache.commons.math3.optim.nonlinear.scalar.MultivariateFunctionPenaltyAdapterTest.testOptimumOutsideRange,MATH,6
50,Math Bug 6 - Strong Oracle,580,1214,41,109,0,0,5,9,1,1,64,117,0,1,org.apache.commons.math3.optim.nonlinear.scalar.MultivariateFunctionPenaltyAdapterTest.testOptimumOutsideRange,MATH,6
51,Math Bug 74 - Strong Oracle,1931,5522549,143,275732,0,0,62,404629,14,11241,141,50452,0,1,org.apache.commons.math.ode.nonstiff.DormandPrince54StepInterpolatorTest.checkClone,MATH,74
52,Math Bug 16 - Strong Oracle,2446,70342,106,3767,1,22,140,3929,26,572,69,1992,0,12,org.apache.commons.math3.linear.ArrayRealVectorTest.testMapToSelf,MATH,16
53,Math Bug 6 - Strong Oracle,2011,954269625,202,123751066,0,0,3,4097764,3,46282,316,90698370,0,1,org.apache.commons.math3.optim.linear.SimplexSolverTest.testMath930,MATH,6
54,Math Bug 6 - Strong Oracle,1016,5678,81,733,0,0,2,62,0,0,137,520,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackWatson,MATH,6
55,Math Bug 6 - Strong Oracle,977,3066,79,298,0,0,1,8,0,0,116,336,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest.testRosenbrock,MATH,6
56,Math Bug 6 - Strong Oracle,437,1582,23,111,0,0,1,8,0,0,66,208,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest.testRosenbrock,MATH,6
57,Math Bug 44 - Strong Oracle,781,3369,60,193,0,0,27,218,9,57,57,113,0,1,org.apache.commons.math.ode.nonstiff.GraggBulirschStoerIntegratorTest.testUnstableDerivative,MATH,44
58,Math Bug 6 - Strong Oracle,727,1984,66,274,0,0,0,0,0,0,102,227,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest.testTwoSets,MATH,6
59,Math Bug 6 - Strong Oracle,3745,6348,24,50,0,0,0,0,0,0,348,660,0,2,org.apache.commons.math3.optim.univariate.MultiStartUnivariateOptimizerTest.testMissingSearchInterval,MATH,6
60,Math Bug 6 - Strong Oracle,1521,6178,113,458,0,0,22,178,3,19,135,353,0,1,org.apache.commons.math3.optim.nonlinear.scalar.MultivariateFunctionMappingAdapterTest.testHalfBounded,MATH,6
61,Math Bug 6 - Strong Oracle,663,1665,40,122,0,0,13,46,2,5,72,143,0,1,org.apache.commons.math3.optim.nonlinear.scalar.MultivariateFunctionMappingAdapterTest.testHalfBounded,MATH,6
62,Math Bug 8 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math3.distribution.DiscreteRealDistributionTest.testIssue942,MATH,8
63,Math Bug 37 - Strong Oracle,593,849,27,31,0,0,32,54,4,4,17,20,0,3,org.apache.commons.math.complex.ComplexTest.testTanhInf,MATH,37
64,Math Bug 6 - Strong Oracle,1950,1219965,192,158193,0,0,3,4048,3,559,311,118188,0,1,org.apache.commons.math3.optim.linear.SimplexSolverTest.testMath828Cycle,MATH,6
65,Math Bug 6 - Strong Oracle,446,692,38,95,0,0,0,0,0,0,57,58,0,2,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizerTest.testBoundsUnsupported,MATH,6
66,Math Bug 74 - Strong Oracle,1769,2553790,145,234710,0,0,47,126448,14,2736,137,25606,0,1,org.apache.commons.math.ode.jacobians.FirstOrderIntegratorWithJacobiansTest.testFinalResult,MATH,74
67,Math Bug 6 - Strong Oracle,1016,2864,81,355,0,0,2,20,0,0,137,289,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackLinearFullRank,MATH,6
68,Math Bug 6 - Strong Oracle,726,28452,77,3428,0,0,13,1043,0,0,60,1611,0,1,org.apache.commons.math3.optim.univariate.BrentOptimizerTest.testBoundaries,MATH,6
69,Math Bug 6 - Strong Oracle,2002,60197,189,7893,0,0,4,137,2,38,323,6078,0,1,org.apache.commons.math3.optim.linear.SimplexSolverTest.testMath781,MATH,6
70,Math Bug 16 - Strong Oracle,64,70,6,6,0,0,2,2,0,0,7,7,0,12,org.apache.commons.math3.complex.ComplexTest.testCosInf,MATH,16
71,Math Bug 85 - Strong Oracle,290,270377,19,30026,0,0,7,10008,3,10003,39,10057,0,1,org.apache.commons.math.distribution.NormalDistributionTest.testMath280,MATH,85
72,Math Bug 71 - Strong Oracle,220,226,27,29,0,0,0,0,0,0,23,25,0,1,org.apache.commons.math.ode.nonstiff.ClassicalRungeKuttaIntegratorTest.testMissedEndEvent,MATH,71
73,Math Bug 64 - Strong Oracle,785,4222,64,386,0,0,28,184,8,17,25,40,0,472,org.apache.commons.math.optimization.general.MinpackTest.testMinpackKowalikOsborne,MATH,64
74,Math Bug 47 - Strong Oracle,175,250,22,32,0,0,3,3,3,3,23,30,0,2,org.apache.commons.math.complex.ComplexTest.testAtanI,MATH,47
75,Math Bug 86 - Strong Oracle,836,5940,58,516,0,0,27,278,10,62,51,163,0,1,org.apache.commons.math.linear.CholeskyDecompositionImplTest.testNotPositiveDefinite,MATH,86
76,Math Bug 74 - Strong Oracle,1683,62499,129,2320,0,0,78,7216,19,750,120,628,0,10,org.apache.commons.math.ode.nonstiff.HighamHall54IntegratorTest.testIncreasingTolerance,MATH,74
77,Math Bug 1 - Strong Oracle,126,192,4,13,0,0,0,0,0,0,23,30,0,1,org.apache.commons.math3.fraction.BigFractionTest.testDigitLimitConstructor,MATH,1
78,Math Bug 6 - Strong Oracle,920,1822,72,230,0,0,12,27,4,4,86,100,0,1,org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest.testRedundantEquations,MATH,6
79,Math Bug 21 - Strong Oracle,733,20446,62,2635,0,0,8,99,2,8,65,1816,0,1,org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest.testFullRank,MATH,21
80,Math Bug 21 - Strong Oracle,601,19574,57,2571,0,0,3,66,2,2,63,1798,0,4,org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest.testFullRank,MATH,21
81,Math Bug 6 - Strong Oracle,752,33569,68,4880,0,0,0,0,0,0,105,4146,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest.testHahn1,MATH,6
82,Math Bug 6 - Strong Oracle,1907,32558,179,4295,0,0,3,56,2,21,303,3320,0,1,org.apache.commons.math3.optim.linear.SimplexSolverTest.testMath434PivotRowSelection,MATH,6
83,Math Bug 69 - Strong Oracle,284,350,22,35,0,0,11,12,6,6,12,13,0,1,org.apache.commons.math.stat.correlation.PearsonsCorrelationTest.testPValueNearZero,MATH,69
84,Math Bug 6 - Strong Oracle,1909,32566,187,4290,0,0,3,68,2,20,300,3368,0,1,org.apache.commons.math3.optim.linear.SimplexSolverTest.testSimplexSolver,MATH,6
85,Math Bug 39 - Strong Oracle,216,679,22,82,0,0,4,12,0,0,16,51,0,1,org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest.testTooLargeFirstStep,MATH,39
86,Math Bug 6 - Strong Oracle,2044,24056,134,2123,0,0,29,755,7,94,235,2144,0,1,org.apache.commons.math3.fitting.GaussianFitterTest.testFit05,MATH,6
87,Math Bug 6 - Strong Oracle,969,2218,73,270,0,0,16,41,4,4,86,100,0,1,org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest.testMoreEstimatedParametersSimple,MATH,6
88,Math Bug 6 - Strong Oracle,1169,14832,89,1225,0,0,12,726,1,66,144,872,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackOsborne1,MATH,6
89,Math Bug 22 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math3.distribution.FDistributionTest.testIsSupportLowerBoundInclusive,MATH,22
90,Math Bug 6 - Strong Oracle,527,807,41,92,0,0,0,0,0,0,73,86,0,2,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizerTest.testMaximizeQuadratic,MATH,6
91,Math Bug 6 - Strong Oracle,1294,54511,89,5780,0,0,2,400,0,0,184,5613,0,1,org.apache.commons.math3.fitting.PolynomialFitterTest.testRedundantSolvable,MATH,6
92,Math Bug 90 - Strong Oracle,17,17,1,1,0,0,0,0,0,0,3,3,0,1,org.apache.commons.math.stat.FrequencyTest.testAddNonComparable,MATH,90
93,Math Bug 6 - Strong Oracle,727,1436,66,194,0,0,0,0,0,0,102,159,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest.testInconsistentSizes2,MATH,6
94,Math Bug 6 - Strong Oracle,1118,1989,92,238,0,0,6,11,0,0,139,203,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest.testInconsistentSizes1,MATH,6
95,Math Bug 74 - Strong Oracle,2078,810239,151,64470,0,0,75,46201,16,860,136,8254,0,1,org.apache.commons.math.ode.jacobians.FirstOrderIntegratorWithJacobiansTest.testEventHandler,MATH,74
96,Math Bug 66 - Strong Oracle,30,30,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.math.optimization.univariate.BrentOptimizerTest.testSinMin,MATH,66
97,Math Bug 66 - Strong Oracle,296,2194,30,213,0,0,15,131,1,6,14,106,0,1,org.apache.commons.math.optimization.univariate.BrentOptimizerTest.testSinMin,MATH,66
98,Math Bug 66 - Strong Oracle,106,106,12,12,0,0,4,4,0,0,6,6,0,11,org.apache.commons.math.optimization.univariate.BrentOptimizerTest.testSinMin,MATH,66
99,Math Bug 6 - Strong Oracle,727,1436,66,194,0,0,0,0,0,0,102,159,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest.testInconsistentSizes1,MATH,6
100,Math Bug 62 - Strong Oracle,7,7,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizerTest.testQuinticMin,MATH,62
101,Math Bug 65 - Strong Oracle,803,74961,82,8420,0,0,8,3179,3,6,47,697,0,1,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest.testCircleFitting,MATH,65
102,Math Bug 64 - Strong Oracle,942,4474,75,407,0,0,37,192,8,20,27,48,0,2,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest.testMoreEstimatedParametersUnsorted,MATH,64
103,Math Bug 6 - Strong Oracle,1167,2829,93,326,0,0,10,43,0,0,139,236,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest.testMoreEstimatedParametersUnsorted,MATH,6
104,Math Bug 6 - Strong Oracle,513,2579,40,329,0,0,2,5,0,0,52,188,0,2,org.apache.commons.math3.optim.univariate.MultiStartUnivariateOptimizerTest.testBadFunction,MATH,6
105,Math Bug 6 - Strong Oracle,727,1311,66,177,0,0,0,0,0,0,102,142,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest.testGetIterations,MATH,6
106,Math Bug 2 - Strong Oracle,140,143,11,11,0,0,7,7,3,3,15,16,0,1,org.apache.commons.math3.distribution.HypergeometricDistributionTest.testMath1021,MATH,2
107,Math Bug 6 - Strong Oracle,1045,2407,83,298,0,0,0,0,0,0,145,268,0,2,org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolatorTest.testPreconditions,MATH,6
108,Math Bug 47 - Strong Oracle,41,53,6,6,0,0,0,0,0,0,6,6,0,1,org.apache.commons.math.complex.ComplexTest.testScalarDivideZero,MATH,47
109,Math Bug 47 - Strong Oracle,10,16,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math.complex.ComplexTest.testScalarDivideZero,MATH,47
110,Math Bug 14 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math3.fitting.PolynomialFitterTest.testLargeSample,MATH,14
111,Math Bug 66 - Strong Oracle,2802,4794,1,1,0,0,0,0,0,0,258,507,0,1,org.apache.commons.math.optimization.univariate.BrentOptimizerTest.testQuinticMax,MATH,66
112,Math Bug 74 - Strong Oracle,2534,1204377,147,56559,0,0,137,92035,16,1026,129,5878,0,1,org.apache.commons.math.ode.nonstiff.DormandPrince853StepInterpolatorTest.derivativesConsistency,MATH,74
113,Math Bug 6 - Strong Oracle,6083,31269748,478,3538054,0,0,234,432550,38,4137,656,2886518,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.BOBYQAOptimizerTest.testTablet,MATH,6
114,Math Bug 74 - Strong Oracle,1512,1805813,129,159155,0,0,39,85046,14,3501,126,34205,0,1,org.apache.commons.math.ode.nonstiff.DormandPrince54IntegratorTest.testVariableSteps,MATH,74
115,Math Bug 36 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math.fraction.BigFractionTest.testDoubleValueForLargeNumeratorAndDenominator,MATH,36
116,Math Bug 64 - Strong Oracle,866,10131,69,879,0,0,31,493,8,46,34,224,0,8,org.apache.commons.math.optimization.fitting.ParametricGaussianFunctionTest.testFit01,MATH,64
117,Math Bug 64 - Strong Oracle,857,118724,71,13265,0,0,28,6459,7,7,35,841,0,20,org.apache.commons.math.optimization.fitting.PolynomialFitterTest.testRedundantSolvable,MATH,64
118,Math Bug 74 - Strong Oracle,1896,1679233,146,132661,0,0,62,90435,14,2722,142,26551,0,1,org.apache.commons.math.ode.sampling.StepNormalizerTest.testBoundaries,MATH,74
119,Math Bug 80 - Strong Oracle,2743,19699,144,1227,0,0,117,983,26,215,65,272,0,2,org.apache.commons.math.linear.EigenDecompositionImplTest.testMathpbx02,MATH,80
120,Math Bug 6 - Strong Oracle,1065,2523,90,275,0,0,3,6,1,1,121,253,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testRosenbrock,MATH,6
121,Math Bug 6 - Strong Oracle,477,1031,31,88,0,0,3,6,1,1,64,125,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testRosenbrock,MATH,6
122,Math Bug 21 - Strong Oracle,725,8662,61,1111,0,0,8,44,2,6,65,760,0,1,org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest.testDecomposition3x3,MATH,21
123,Math Bug 21 - Strong Oracle,593,8262,56,1083,0,0,3,29,2,2,63,751,0,1,org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest.testDecomposition3x3,MATH,21
124,Math Bug 6 - Strong Oracle,2618,240741,134,8263,0,0,82,15601,16,400,234,8550,0,1,org.apache.commons.math3.fitting.HarmonicFitterTest.testNoError,MATH,6
125,Math Bug 37 - Strong Oracle,606,888,30,37,0,0,32,54,4,4,20,26,0,1,org.apache.commons.math.complex.ComplexTest.testTan,MATH,37
126,Math Bug 6 - Strong Oracle,6389,1464798505,495,163847962,0,0,257,23381280,41,857441,691,131326335,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.BOBYQAOptimizerTest.testSsDiffPow,MATH,6
127,Math Bug 6 - Strong Oracle,727,1984,66,274,0,0,0,0,0,0,102,227,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest.testNoDependency,MATH,6
128,Math Bug 28 - Strong Oracle,541,96109,61,12918,0,0,1,280,1,40,77,9564,0,43,org.apache.commons.math3.optimization.linear.SimplexSolverTest.testMath828Cycle,MATH,28
129,Math Bug 28 - Strong Oracle,580,96168,65,12926,0,0,1,280,2,41,85,9576,0,79,org.apache.commons.math3.optimization.linear.SimplexSolverTest.testMath828Cycle,MATH,28
130,Math Bug 61 - Strong Oracle,2899,4971,0,0,0,0,0,0,0,0,266,525,0,1,org.apache.commons.math.distribution.PoissonDistributionTest.testMean,MATH,61
131,Math Bug 74 - Strong Oracle,519,2415,34,213,0,0,21,109,9,13,35,49,0,1,org.apache.commons.math.ode.nonstiff.HighamHall54IntegratorTest.testMinStep,MATH,74
132,Math Bug 35 - Strong Oracle,6,6,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math3.genetics.ElitisticListPopulationTest.testChromosomeListConstructorTooHigh,MATH,35
133,Math Bug 59 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math.util.FastMathTest.testMinMaxFloat,MATH,59
134,Math Bug 16 - Strong Oracle,98,104,10,10,0,0,2,2,0,0,8,8,0,12,org.apache.commons.math3.complex.ComplexTest.testSinhInf,MATH,16
135,Math Bug 6 - Strong Oracle,1016,2596,81,319,0,0,2,16,0,0,137,267,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackChebyquad,MATH,6
136,Math Bug 6 - Strong Oracle,498,886,46,136,0,0,0,0,0,0,54,56,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest.testBoundsUnsupported,MATH,6
137,Math Bug 6 - Strong Oracle,1118,2227,92,270,0,0,6,18,0,0,139,214,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest.testNonInvertible,MATH,6
138,Math Bug 81 - Strong Oracle,2460,1775442,136,61119,0,0,128,76715,30,22927,45,46257,0,3,org.apache.commons.math.linear.EigenDecompositionImplTest.testBigMatrix,MATH,81
139,Math Bug 6 - Strong Oracle,248,301,12,22,0,0,0,0,0,0,35,38,0,1,org.apache.commons.math3.fitting.GaussianFitterTest.testFit02,MATH,6
140,Math Bug 6 - Strong Oracle,1017,2061,82,248,0,0,2,8,0,0,137,223,0,1,org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest.testMinpackPowellSingular,MATH,6
