,Unnamed: 0,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION,FAIL
380,380,Math Bug 6 - Strong Oracle,1379,6423,90,327,0,0,30,294,8,78,121,260,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testMaximize2,MATH,6,True
381,381,Math Bug 6 - Strong Oracle,836,3696,38,140,0,0,30,198,8,52,63,119,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testMaximize2,MATH,6,True
382,382,Math Bug 91 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math.fraction.FractionTest.testCompareTo,MATH,91,True
383,383,Math Bug 68 - Strong Oracle,41,67,2,5,0,0,2,4,1,1,2,2,0,1,org.apache.commons.math.optimization.general.MinpackTest.testMinpackFreudensteinRoth,MATH,68,True
396,396,Math Bug 68 - Strong Oracle,41,243,2,21,0,0,2,20,1,1,2,2,0,1,org.apache.commons.math.optimization.general.MinpackTest.testMinpackJennrichSampson,MATH,68,True
397,397,Math Bug 40 - Strong Oracle,528,1460,42,137,0,0,7,16,2,9,54,105,0,93,org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolverTest.testIssue716,MATH,40,True
402,402,Math Bug 38 - Strong Oracle,342,3774,19,418,0,0,3,3,2,2,56,403,0,1,org.apache.commons.math.optimization.direct.BOBYQAOptimizerTest.testConstrainedRosenWithMoreInterpolationPoints,MATH,38,True
406,406,Math Bug 30 - Strong Oracle,428,444,18,20,0,0,15,15,3,3,22,24,0,1,org.apache.commons.math3.stat.inference.MannWhitneyUTestTest.testBigDataSet,MATH,30,True
413,413,Math Bug 83 - Strong Oracle,79,114,8,12,0,0,0,0,0,0,12,16,0,1,org.apache.commons.math.optimization.linear.SimplexSolverTest.testMath286,MATH,83,True
424,424,Math Bug 74 - Strong Oracle,3487,516998,205,44660,0,0,151,15251,22,2794,213,13069,0,6,org.apache.commons.math.ode.nonstiff.AdamsMoultonIntegratorTest.polynomial,MATH,74,True
427,427,Math Bug 18 - Strong Oracle,2718,21002,255,2691,3,15,34,94,14,15,328,1867,0,318,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testFitAccuracyDependsOnBoundary,MATH,18,True
435,435,Math Bug 87 - Strong Oracle,261,367,30,40,0,0,1,1,0,0,35,44,0,1,org.apache.commons.math.optimization.linear.SimplexSolverTest.testSingleVariableAndConstraint,MATH,87,True
448,448,Math Bug 78 - Strong Oracle,252,318,8,10,0,0,1,1,1,2,29,35,0,1,org.apache.commons.math.ode.events.EventStateTest.closeEvents,MATH,78,True
451,451,Math Bug 6 - Strong Oracle,1392,6403,92,333,0,0,30,294,8,78,121,248,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testMinimize2,MATH,6,True
452,452,Math Bug 6 - Strong Oracle,848,3733,39,145,0,0,30,198,8,52,63,119,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testMinimize2,MATH,6,True
453,453,Math Bug 41 - Strong Oracle,23,23,2,2,0,0,1,1,2,2,1,1,0,1,org.apache.commons.math.stat.descriptive.moment.VarianceTest.testEvaluateArraySegmentWeighted,MATH,41,True
454,454,Math Bug 37 - Strong Oracle,599,858,28,32,0,0,32,54,4,4,18,21,0,1,org.apache.commons.math.complex.ComplexTest.testTanInf,MATH,37,True
461,461,Math Bug 21 - Strong Oracle,524,19551,51,2580,0,0,2,76,0,0,59,1802,0,5,org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest.testMath789,MATH,21,True
462,462,Math Bug 21 - Strong Oracle,650,19764,62,2601,0,0,4,79,0,0,61,1804,0,13,org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest.testMath789,MATH,21,True
463,463,Math Bug 15 - Strong Oracle,640,914,31,40,0,0,37,61,3,3,11,11,0,1,org.apache.commons.math3.util.FastMathTest.testMath904,MATH,15,True
466,466,Math Bug 56 - Strong Oracle,9,9,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math.util.MultidimensionalCounterTest.testIterationConsistency,MATH,56,True
469,469,Math Bug 16 - Strong Oracle,72,77,11,12,0,0,1,1,0,0,8,8,0,694,org.apache.commons.math3.util.FastMathTest.testMath905LargePositive,MATH,16,True
470,470,Math Bug 37 - Strong Oracle,603,879,30,36,0,0,32,54,4,4,20,25,0,1,org.apache.commons.math.complex.ComplexTest.testTanh,MATH,37,True
484,484,Math Bug 66 - Strong Oracle,223,546,22,81,0,0,0,0,0,0,7,11,0,5,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizerTest.testQuinticMin,MATH,66,True
485,485,Math Bug 66 - Strong Oracle,472,6595,51,681,0,0,12,361,0,0,17,279,0,5,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizerTest.testQuinticMin,MATH,66,True
486,486,Math Bug 66 - Strong Oracle,299,622,33,92,0,0,4,4,0,0,11,15,0,112,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizerTest.testQuinticMin,MATH,66,True
487,487,Math Bug 6 - Strong Oracle,920,1465,72,181,0,0,12,16,4,4,86,100,0,1,org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest.testTrivial,MATH,6,True
501,501,Math Bug 81 - Strong Oracle,13,13,1,1,0,0,0,0,0,0,1,1,0,2,org.apache.commons.math.linear.EigenDecompositionImplTest.testMath308,MATH,81,True
516,516,Math Bug 57 - Strong Oracle,194,1650310,18,150031,0,0,2,20003,0,0,25,230036,0,1,org.apache.commons.math.stat.clustering.KMeansPlusPlusClustererTest.testSmallDistances,MATH,57,True
517,517,Math Bug 16 - Strong Oracle,73,78,11,12,0,0,1,1,0,0,8,8,0,694,org.apache.commons.math3.util.FastMathTest.testMath905LargeNegative,MATH,16,True
528,528,Math Bug 6 - Strong Oracle,2117,7188,90,325,0,0,30,294,8,78,122,249,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testMaximize1,MATH,6,True
529,529,Math Bug 6 - Strong Oracle,847,3776,38,139,0,0,30,198,8,53,63,119,0,1,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testMaximize1,MATH,6,True
530,530,Math Bug 51 - Strong Oracle,3531,6217,16,43,0,0,2,2,1,1,334,670,0,66,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest.testIssue631,MATH,51,True
535,535,Math Bug 49 - Strong Oracle,297,437,29,44,0,0,1,1,0,0,32,39,0,1,org.apache.commons.math.linear.SparseRealVectorTest.testConcurrentModification,MATH,49,True
538,538,Math Bug 73 - Strong Oracle,195,2882,22,385,0,0,8,135,1,19,15,237,0,1,org.apache.commons.math.analysis.solvers.BrentSolverTest.testBadEndpoints,MATH,73,True
539,539,Math Bug 33 - Strong Oracle,642,6679,78,945,0,0,1,3,0,0,90,755,0,1,org.apache.commons.math3.optimization.linear.SimplexSolverTest.testMath781,MATH,33,True
540,540,Math Bug 72 - Strong Oracle,8,8,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.math.analysis.solvers.BrentSolverTest.testRootEndpoints,MATH,72,True
545,545,Math Bug 19 - Strong Oracle,1528,5635,101,666,2,2,29,38,22,22,167,486,0,1,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testBoundaryRangeTooLarge,MATH,19,True
548,548,Math Bug 23 - Strong Oracle,507,939,20,35,0,0,26,52,0,0,19,30,0,1,org.apache.commons.math3.optimization.univariate.BrentOptimizerTest.testKeepInitIfBest,MATH,23,True
