,Unnamed: 0,Unnamed: 0.1,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION,FAIL
63,63,63,Lang Bug 10 - Strong Oracle,576,50134,42,5060,1,11,0,0,0,0,103,8091,0,64,org.apache.commons.lang3.time.FastDateParserTest.testLocales_ShortNoEra_BC,LANG,10,False
64,64,64,Lang Bug 61 - Strong Oracle,230,1195,26,197,0,0,0,0,0,0,21,68,0,2,org.apache.commons.lang.text.StrBuilderTest.testReplaceAll_String_String,LANG,61,False
65,65,65,Lang Bug 53 - Strong Oracle,286,7358,32,987,0,0,2,26,1,50,36,465,0,4,org.apache.commons.lang.time.DateUtilsTest.testTruncate,LANG,53,False
67,67,67,Lang Bug 10 - Strong Oracle,321,640,23,58,3,6,1,1,5,8,45,78,0,10,org.apache.commons.lang3.time.DateFormatUtilsTest.testSMTP,LANG,10,False
72,72,72,Lang Bug 64 - Strong Oracle,6,6,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang.enums.ValuedEnumTest.testCompareTo_otherType,LANG,64,False
73,73,73,Lang Bug 10 - Strong Oracle,82,82,9,9,0,0,0,0,0,0,14,14,0,1,org.apache.commons.lang3.time.FastDateParserTest.testTimeZoneMatches,LANG,10,False
75,75,75,Lang Bug 17 - Strong Oracle,13,13,3,3,0,0,0,0,0,0,2,2,0,6,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeUnknownEntity,LANG,17,False
76,76,76,Lang Bug 10 - Strong Oracle,448,1077,25,78,1,1,0,0,0,0,92,196,0,16508,org.apache.commons.lang3.time.FastDateParserTest.testLocales_Long_AD,LANG,10,False
78,78,78,Lang Bug 61 - Strong Oracle,97,873,16,206,0,0,0,0,0,0,9,49,0,3,org.apache.commons.lang.text.StrBuilderTest.testDeleteAll_String,LANG,61,False
79,79,79,Lang Bug 25 - Strong Oracle,684,50203,41,6979,0,0,1,28,0,0,103,3980,0,2,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeJava,LANG,25,False
80,80,80,Lang Bug 10 - Strong Oracle,238,398,20,39,0,0,1,6,0,0,30,40,0,257,org.apache.commons.lang3.time.FastDateFormatTest.test_changeDefault_Locale_DateTimeInstance,LANG,10,False
81,81,81,Lang Bug 44 - Strong Oracle,329,1085,50,178,0,0,0,0,0,0,42,126,0,2,org.apache.commons.lang.NumberUtilsTest.testIsNumber,LANG,44,False
82,82,82,Lang Bug 2 - Strong Oracle,51,89,7,16,0,0,0,0,0,0,7,9,0,2,org.apache.commons.lang3.StringUtilsTest.testJoin_Objects,LANG,2,False
83,83,83,Lang Bug 64 - Strong Oracle,20,45,2,4,0,0,0,0,0,0,4,7,0,1,org.apache.commons.lang.enums.ValuedEnumTest.testCompareTo,LANG,64,False
84,84,84,Lang Bug 61 - Strong Oracle,48,1146,9,283,0,0,0,0,0,0,3,58,0,2,org.apache.commons.lang.text.StrBuilderTest.testContains_String,LANG,61,False
85,85,85,Lang Bug 10 - Strong Oracle,110,110,11,11,0,0,0,0,0,0,16,16,0,1,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testTimeZoneMatches,LANG,10,False
87,87,87,Lang Bug 17 - Strong Oracle,85,85,11,11,0,0,0,0,0,0,18,18,0,5,org.apache.commons.lang3.text.translate.UnicodeUnescaperTest.testLessThanFour,LANG,17,False
88,88,88,Lang Bug 10 - Strong Oracle,267,404,26,45,0,0,1,5,0,0,30,37,0,381,org.apache.commons.lang3.time.FastDateFormatTest.testTimeDefaults,LANG,10,False
89,89,89,Lang Bug 34 - Strong Oracle,307,1504,43,287,0,0,0,0,0,0,50,205,0,1,org.apache.commons.lang3.text.StrTokenizerTest.test1,LANG,34,False
90,90,90,Lang Bug 34 - Strong Oracle,310,1148,44,215,0,0,0,0,0,0,50,152,0,1,org.apache.commons.lang3.text.StrTokenizerTest.test5,LANG,34,False
91,91,91,Lang Bug 60 - Strong Oracle,137,641,19,150,0,0,0,0,0,0,10,16,0,9,org.apache.commons.lang.text.StrBuilderTest.testIndexOf_String_int,LANG,60,False
92,92,92,Lang Bug 6 - Strong Oracle,204,1585,31,212,0,0,1,2,0,0,31,257,0,1,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest.testUnfinishedEntity,LANG,6,False
93,93,93,Lang Bug 34 - Strong Oracle,285,549,40,95,0,0,0,0,0,0,47,78,0,8,org.apache.commons.lang3.ArrayUtilsTest.testToString,LANG,34,False
94,94,94,Lang Bug 17 - Strong Oracle,13,13,3,3,0,0,0,0,0,0,2,2,0,4,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeHtmlHighUnicode,LANG,17,False
96,96,96,Lang Bug 10 - Strong Oracle,423,3637,34,389,6,18,0,0,5,16,63,433,0,406,org.apache.commons.lang3.time.FastDateFormat_PrinterTest.testFormat,LANG,10,False
98,98,98,Lang Bug 60 - Strong Oracle,85,836,16,210,0,0,0,0,0,0,4,28,0,2,org.apache.commons.lang.text.StrBuilderTest.testContains_String,LANG,60,False
100,100,100,Lang Bug 17 - Strong Oracle,682,13448,123,2398,0,0,0,0,0,0,116,2114,0,6510,org.apache.commons.lang3.reflect.TypeUtilsTest.testIsAssignable,LANG,17,False
101,101,101,Lang Bug 17 - Strong Oracle,13,13,3,3,0,0,0,0,0,0,2,2,0,6,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeHiragana,LANG,17,False
102,102,102,Lang Bug 61 - Strong Oracle,120,168,15,23,0,0,0,0,0,0,11,14,0,1,org.apache.commons.lang.text.StrBuilderTest.testDeleteFirst_String,LANG,61,False
104,104,104,Lang Bug 17 - Strong Oracle,13,13,3,3,0,0,0,0,0,0,2,2,0,313,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeHtml4,LANG,17,False
105,105,105,Lang Bug 60 - Strong Oracle,91,91,7,7,0,0,0,0,0,0,7,7,0,5,org.apache.commons.lang.text.StrBuilderTest.testReplaceFirst_String_String,LANG,60,False
106,106,106,Lang Bug 7 - Strong Oracle,586,6355,104,1226,0,0,0,0,0,0,74,626,0,1,org.apache.commons.lang3.math.NumberUtilsTest.testIsNumber,LANG,7,False
108,108,108,Lang Bug 10 - Strong Oracle,310,1361,22,83,2,4,0,0,0,0,53,217,0,20,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testParseLongShort,LANG,10,False
110,110,110,Lang Bug 34 - Strong Oracle,506,1718,64,227,0,0,0,0,0,0,82,258,0,1,org.apache.commons.lang3.builder.DefaultToStringStyleTest.testObjectArray,LANG,34,False
111,111,111,Lang Bug 10 - Strong Oracle,312,4814,20,311,2,8,0,0,0,0,56,837,0,8,org.apache.commons.lang3.time.FastDateParserTest.testAmPm,LANG,10,False
114,114,114,Lang Bug 10 - Strong Oracle,576,81005286,43,11647860,7,1470485,2,195007,7,1760680,82,16816408,0,376,org.apache.commons.lang3.time.FastDateFormatTest.testParseSync,LANG,10,False
117,117,117,Lang Bug 19 - Strong Oracle,185,2422,23,342,0,0,0,0,0,0,35,246,0,2,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeHtml4,LANG,19,False
121,121,121,Lang Bug 59 - Strong Oracle,105,369,8,33,0,0,0,0,0,0,10,25,0,2,org.apache.commons.lang.text.StrBuilderAppendInsertTest.testAppendFixedWidthPadRight_int,LANG,59,False
123,123,123,Lang Bug 13 - Strong Oracle,85,250,12,30,0,0,1,6,0,0,6,14,0,3,org.apache.commons.lang3.CharSetTest.testSerialization,LANG,13,False
125,125,125,Lang Bug 2 - Strong Oracle,76,164,8,23,0,0,0,0,0,0,23,43,0,1,org.apache.commons.lang3.LocaleUtilsTest.testToLocale_1Part,LANG,2,False
126,126,126,Lang Bug 17 - Strong Oracle,25,28,5,6,0,0,0,0,0,0,2,2,0,5,org.apache.commons.lang3.text.translate.NumericEntityEscaperTest.testAbove,LANG,17,False
129,129,129,Lang Bug 17 - Strong Oracle,12,12,3,3,0,0,0,0,0,0,2,2,0,5,org.apache.commons.lang3.text.translate.NumericEntityEscaperTest.testBelow,LANG,17,False
130,130,130,Lang Bug 17 - Strong Oracle,12,12,3,3,0,0,0,0,0,0,2,2,0,5,org.apache.commons.lang3.text.translate.UnicodeEscaperTest.testBelow,LANG,17,False
131,131,131,Lang Bug 10 - Strong Oracle,281,1327,20,81,2,4,0,0,0,0,51,214,0,20,org.apache.commons.lang3.time.FastDateParserTest.testParseLongShort,LANG,10,False
132,132,132,Lang Bug 34 - Strong Oracle,286,1426,40,269,0,0,0,0,0,0,47,198,0,1,org.apache.commons.lang3.text.StrTokenizerTest.test6,LANG,34,False
133,133,133,Lang Bug 34 - Strong Oracle,299,1508,43,291,0,0,0,0,0,0,48,205,0,1,org.apache.commons.lang3.text.StrTokenizerTest.test3,LANG,34,False
134,134,134,Lang Bug 15 - Strong Oracle,206,255,39,51,0,0,0,0,0,0,26,33,0,3,org.apache.commons.lang3.reflect.TypeUtilsTest.testTypesSatisfyVariables,LANG,15,False
136,136,136,Lang Bug 2 - Strong Oracle,53,56,8,9,0,0,0,0,0,0,7,7,0,11,org.apache.commons.lang3.StringUtilsTest.testJoin_ArrayString,LANG,2,False
138,138,138,Lang Bug 34 - Strong Oracle,235,260,33,37,0,0,0,0,0,0,37,38,0,11,org.apache.commons.lang3.builder.SimpleToStringStyleTest.testObject,LANG,34,False
140,140,140,Lang Bug 34 - Strong Oracle,281,330,33,38,0,0,0,0,0,0,46,51,0,1,org.apache.commons.lang3.builder.SimpleToStringStyleTest.testPerson,LANG,34,False
142,142,142,Lang Bug 10 - Strong Oracle,82,82,9,9,0,0,0,0,0,0,14,14,0,244,org.apache.commons.lang3.time.FastDateParserTest.testLocaleMatches,LANG,10,False
146,146,146,Lang Bug 2 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,3,org.apache.commons.lang3.StringUtilsTest.testJoin_Objectarray,LANG,2,False
148,148,148,Lang Bug 10 - Strong Oracle,638,10997,46,1090,1,2,0,0,0,0,117,1771,0,95,org.apache.commons.lang3.time.FastDateParserTest.testLocales_Short_AD,LANG,10,False
151,151,151,Lang Bug 53 - Strong Oracle,204,1395,26,184,0,0,2,6,1,12,21,89,0,2,org.apache.commons.lang.time.DateUtilsTest.testTruncateLang59,LANG,53,False
157,157,157,Lang Bug 10 - Strong Oracle,763,5611,85,929,4,7,1,1,6,9,112,494,0,380,org.apache.commons.lang3.time.DurationFormatUtilsTest.testFormatPeriodISO,LANG,10,False
158,158,158,Lang Bug 13 - Strong Oracle,53,53,8,8,0,0,0,0,0,0,5,5,0,3,org.apache.commons.lang3.CharRangeTest.testSerialization,LANG,13,False
164,164,164,Lang Bug 17 - Strong Oracle,34,166,6,37,0,0,0,0,0,0,4,16,0,6,org.apache.commons.lang3.StringEscapeUtilsTest.testUnescapeCsvString,LANG,17,False
167,167,167,Lang Bug 65 - Strong Oracle,313,73335,38,8982,0,0,2,276,1,558,35,4802,0,1,org.apache.commons.lang.time.DateUtilsTest.testMonthIterator,LANG,65,False
168,168,168,Lang Bug 65 - Strong Oracle,323,74210,38,9093,0,0,2,278,1,564,37,4873,0,1,org.apache.commons.lang.time.DateUtilsTest.testMonthIterator,LANG,65,False
170,170,170,Lang Bug 6 - Strong Oracle,78,97,12,17,0,0,0,0,0,0,11,13,0,1,org.apache.commons.lang3.text.translate.NumericEntityEscaperTest.testAbove,LANG,6,False
171,171,171,Lang Bug 34 - Strong Oracle,221,246,32,36,0,0,0,0,0,0,36,37,0,3,org.apache.commons.lang3.builder.SimpleToStringStyleTest.testAppendSuper,LANG,34,False
173,173,173,Lang Bug 17 - Strong Oracle,25,28,5,6,0,0,0,0,0,0,2,2,0,5,org.apache.commons.lang3.text.translate.UnicodeEscaperTest.testAbove,LANG,17,False
174,174,174,Lang Bug 34 - Strong Oracle,297,1043,43,197,0,0,0,0,0,0,48,143,0,1,org.apache.commons.lang3.text.StrTokenizerTest.test8,LANG,34,False
175,175,175,Lang Bug 10 - Strong Oracle,416,728,34,79,0,0,1,6,0,0,56,85,0,2,org.apache.commons.lang3.time.FastDateFormatTest.test_getInstance,LANG,10,False
179,179,179,Lang Bug 17 - Strong Oracle,33,237,6,53,0,0,0,0,0,0,4,24,0,1,org.apache.commons.lang3.text.translate.UnicodeUnescaperTest.testUuuuu,LANG,17,False
180,180,180,Lang Bug 1 - Strong Oracle,98,103,13,14,0,0,0,0,0,0,12,12,0,2,org.apache.commons.lang3.StringUtilsTest.testReverseDelimited_StringChar,LANG,1,False
181,181,181,Lang Bug 32 - Strong Oracle,272,7421,32,913,2,10,1,6,0,0,54,1487,0,1,org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest.testIntegerWithTransients,LANG,32,False
184,184,184,Lang Bug 17 - Strong Oracle,22,25,5,6,0,0,0,0,0,0,1,1,0,136,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeJava,LANG,17,False
185,185,185,Lang Bug 10 - Strong Oracle,202,998,19,77,1,3,0,0,0,0,41,176,0,376,org.apache.commons.lang3.time.FastDateParserTest.testParseZone,LANG,10,False
186,186,186,Lang Bug 10 - Strong Oracle,1160,15863,98,1710,1,2,1,6,0,0,178,2315,0,95,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testLocales_Short_AD,LANG,10,False
187,187,187,Lang Bug 6 - Strong Oracle,983,1338206,159,183695,0,0,1,192,0,0,148,107805,0,1,org.apache.commons.lang3.reflect.TypeUtilsTest.testIsAssignable,LANG,6,False
188,188,188,Lang Bug 17 - Strong Oracle,33,147,6,33,0,0,0,0,0,0,4,14,0,1,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest.testSupplementaryUnescaping,LANG,17,False
189,189,189,Lang Bug 10 - Strong Oracle,570,88017,44,9055,1,9,0,0,0,0,104,13763,0,180,org.apache.commons.lang3.time.FastDateParserTest.testLocales_LongNoEra_AD,LANG,10,False
191,191,191,Lang Bug 17 - Strong Oracle,25,39,5,9,0,0,0,0,0,0,2,2,0,16,org.apache.commons.lang3.text.translate.OctalUnescaperTest.testBetween,LANG,17,False
194,194,194,Lang Bug 41 - Strong Oracle,12,12,2,2,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.ClassUtilsTest.test_getPackageName_String,LANG,41,False
195,195,195,Lang Bug 10 - Strong Oracle,193,307,17,26,1,1,0,0,0,0,34,51,0,4,org.apache.commons.lang3.time.FastDateParserTest.testDayOf,LANG,10,False
196,196,196,Lang Bug 10 - Strong Oracle,222,336,19,28,1,1,0,0,0,0,36,53,0,4,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testDayOf,LANG,10,False
199,199,199,Lang Bug 1 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang3.math.NumberUtilsTest.testStringCreateNumberEnsureNoPrecisionLoss,LANG,1,False
200,200,200,Lang Bug 10 - Strong Oracle,1156,22020,98,2346,1,3,1,6,0,0,177,3295,0,255,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testLocales_Short_BC,LANG,10,False
202,202,202,Lang Bug 34 - Strong Oracle,509,1913,64,251,0,0,0,0,0,0,83,280,0,1,org.apache.commons.lang3.builder.MultiLineToStringStyleTest.testObjectArray,LANG,34,False
206,206,206,Lang Bug 61 - Strong Oracle,89,524,15,130,0,0,0,0,0,0,6,9,0,4,org.apache.commons.lang.text.StrBuilderTest.testIndexOf_String,LANG,61,False
207,207,207,Lang Bug 13 - Strong Oracle,28,28,2,2,0,0,0,0,0,0,5,5,0,1,org.apache.commons.lang3.ObjectUtilsTest.testNull,LANG,13,False
208,208,208,Lang Bug 17 - Strong Oracle,50,154,9,35,0,0,0,0,0,0,7,15,0,5,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeCsvWriter,LANG,17,False
210,210,210,Lang Bug 25 - Strong Oracle,1313,1341576,162,193993,0,0,1,196,0,0,200,110234,0,2,org.apache.commons.lang3.reflect.TypeUtilsTest.testIsAssignable,LANG,25,False
212,212,212,Lang Bug 34 - Strong Oracle,355,780,38,85,0,0,0,0,0,0,56,113,0,1,org.apache.commons.lang3.builder.SimpleToStringStyleTest.testLongArray,LANG,34,False
214,214,214,Lang Bug 60 - Strong Oracle,105,109,10,12,0,0,0,0,0,0,7,7,0,10,org.apache.commons.lang.text.StrBuilderTest.testReplaceAll_String_String,LANG,60,False
216,216,216,Lang Bug 17 - Strong Oracle,34,76,6,17,0,0,0,0,0,0,4,6,0,26,org.apache.commons.lang3.StringEscapeUtilsTest.testStandaloneAmphersand,LANG,17,False
218,218,218,Lang Bug 10 - Strong Oracle,207,236,17,22,1,1,0,0,1,1,30,32,0,2,org.apache.commons.lang3.time.FastDateFormat_PrinterTest.testLang645,LANG,10,False
219,219,219,Lang Bug 34 - Strong Oracle,506,1718,64,227,0,0,0,0,0,0,82,258,0,1,org.apache.commons.lang3.builder.ToStringBuilderTest.testObjectArray,LANG,34,False
221,221,221,Lang Bug 34 - Strong Oracle,504,1712,63,224,0,0,0,0,0,0,82,258,0,1,org.apache.commons.lang3.builder.NoFieldNamesToStringStyleTest.testObjectArray,LANG,34,False
225,225,225,Lang Bug 7 - Strong Oracle,35,105,7,21,0,0,0,0,0,0,8,23,0,2,org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigDecimal,LANG,7,False
226,226,226,Lang Bug 10 - Strong Oracle,432,695,33,62,4,7,1,1,6,9,62,89,0,380,org.apache.commons.lang3.time.DateUtilsTest.testLang530,LANG,10,False
227,227,227,Lang Bug 62 - Strong Oracle,138,315,17,54,0,0,1,1,0,0,22,45,0,1,org.apache.commons.lang.StringEscapeUtilsTest.testUnescapeHtml,LANG,62,False
228,228,228,Lang Bug 61 - Strong Oracle,218,533,25,59,0,0,0,0,0,0,20,46,0,1,org.apache.commons.lang.text.StrBuilderTest.testReplaceFirst_String_String,LANG,61,False
232,232,232,Lang Bug 10 - Strong Oracle,341,4918,22,313,2,8,0,0,0,0,58,854,0,8,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testAmPm,LANG,10,False
234,234,234,Lang Bug 13 - Strong Oracle,26,44,2,2,0,0,0,0,0,0,5,9,0,1,org.apache.commons.lang3.SerializationUtilsTest.testClone,LANG,13,False
235,235,235,Lang Bug 10 - Strong Oracle,244,390,22,41,0,0,1,5,0,0,30,38,0,6,org.apache.commons.lang3.time.FastDateFormatTest.test_changeDefault_Locale_DateInstance,LANG,10,False
239,239,239,Lang Bug 10 - Strong Oracle,231,1037,21,79,1,3,0,0,0,0,43,180,0,376,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testParseZone,LANG,10,False
240,240,240,Lang Bug 17 - Strong Oracle,13,13,3,3,0,0,0,0,0,0,2,2,0,95,org.apache.commons.lang3.StringEscapeUtilsTest.testEscapeEcmaScript,LANG,17,False
242,242,242,Lang Bug 34 - Strong Oracle,299,1496,43,287,0,0,0,0,0,0,48,203,0,1,org.apache.commons.lang3.text.StrTokenizerTest.test7,LANG,34,False
244,244,244,Lang Bug 10 - Strong Oracle,110,110,11,11,0,0,0,0,0,0,16,16,0,244,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testLocaleMatches,LANG,10,False
246,246,246,Lang Bug 6 - Strong Oracle,96,115,17,22,0,0,0,0,0,0,15,17,0,1,org.apache.commons.lang3.text.translate.UnicodeEscaperTest.testAbove,LANG,6,False
247,247,247,Lang Bug 17 - Strong Oracle,25,28,5,6,0,0,0,0,0,0,2,2,0,2,org.apache.commons.lang3.text.translate.NumericEntityEscaperTest.testSupplementary,LANG,17,False
249,249,249,Lang Bug 34 - Strong Oracle,460,1064,57,144,0,0,0,0,0,0,71,150,0,3,org.apache.commons.lang3.builder.SimpleToStringStyleTest.testObjectArray,LANG,34,False
251,251,251,Lang Bug 10 - Strong Oracle,570,87991,44,9055,1,9,0,0,0,0,104,13759,0,180,org.apache.commons.lang3.time.FastDateParserTest.testLocales_LongNoEra_BC,LANG,10,False
253,253,253,Lang Bug 10 - Strong Oracle,634,17127,46,1724,1,3,0,0,0,0,116,2749,0,350,org.apache.commons.lang3.time.FastDateParserTest.testLocales_Short_BC,LANG,10,False
254,254,254,Lang Bug 2 - Strong Oracle,79,284,9,42,0,0,0,0,0,0,12,33,0,7,org.apache.commons.lang3.ArrayUtilsTest.testSubarrayObject,LANG,2,False
