,Unnamed: 0,Unnamed: 0.1,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION,FAIL
37,37,37,Lang Bug 8 - Strong Oracle,108,108,12,12,0,0,2,2,0,0,13,13,0,1,org.apache.commons.lang3.time.FastDateFormat_PrinterTest.testCalendarTimezoneRespected,LANG,8,True
39,39,39,Lang Bug 48 - Strong Oracle,13,13,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.builder.EqualsBuilderTest.testBigDecimal,LANG,48,True
41,41,41,Lang Bug 57 - Strong Oracle,6,6,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.LocaleUtilsTest.testToLocale_3Part,LANG,57,True
43,43,43,Lang Bug 31 - Strong Oracle,5,5,0,0,0,0,0,0,0,0,1,1,0,2,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsAnyStringWithSupplementaryChars,LANG,31,True
47,47,47,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionLongArrayArray,LANG,34,True
49,49,49,Lang Bug 12 - Strong Oracle,28,28,5,5,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang3.RandomStringUtilsTest.testLANG805,LANG,12,True
50,50,50,Lang Bug 42 - Strong Oracle,220,377,28,51,1,2,1,1,0,0,30,49,0,1,org.apache.commons.lang.StringEscapeUtilsTest.testEscapeHtmlHighUnicode,LANG,42,True
52,52,52,Lang Bug 8 - Strong Oracle,108,108,12,12,0,0,2,2,0,0,13,13,0,1,org.apache.commons.lang3.time.FastDatePrinterTest.testCalendarTimezoneRespected,LANG,8,True
55,55,55,Lang Bug 19 - Strong Oracle,28,28,3,3,0,0,0,0,0,0,4,4,0,1,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest.testOutOfBounds,LANG,19,True
57,57,57,Lang Bug 57 - Strong Oracle,6,6,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.LocaleUtilsTest.testCountriesByLanguage,LANG,57,True
59,59,59,Lang Bug 57 - Strong Oracle,6,6,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.LocaleUtilsTest.testConstructor,LANG,57,True
60,60,60,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionShortArray,LANG,34,True
66,66,66,Lang Bug 57 - Strong Oracle,6,6,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.LocaleUtilsTest.testAvailableLocaleSet,LANG,57,True
68,68,68,Lang Bug 4 - Strong Oracle,13,13,4,4,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang3.text.translate.LookupTranslatorTest.testLang882,LANG,4,True
69,69,69,Lang Bug 10 - Strong Oracle,372,3482,28,381,0,0,0,0,0,0,62,535,0,1,org.apache.commons.lang3.time.FastDateParserTest.testLANG_831,LANG,10,True
70,70,70,Lang Bug 63 - Strong Oracle,172,313,21,43,0,0,5,5,0,0,18,24,0,1,org.apache.commons.lang.time.DurationFormatUtilsTest.testJiraLang281,LANG,63,True
71,71,71,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionIntArrayArray,LANG,34,True
74,74,74,Lang Bug 51 - Strong Oracle,22,22,3,3,0,0,0,0,0,0,5,5,0,3,org.apache.commons.lang.BooleanUtilsTest.test_toBoolean_String,LANG,51,True
77,77,77,Lang Bug 1 - Strong Oracle,11,11,2,2,0,0,0,0,0,0,3,3,0,1,org.apache.commons.lang3.math.NumberUtilsTest.TestLang747,LANG,1,True
86,86,86,Lang Bug 30 - Strong Oracle,26,39,6,10,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAnyBut_StringCharArrayWithSupplementaryChars,LANG,30,True
95,95,95,Lang Bug 30 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,2,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsNone_CharArrayWithSupplementaryChars,LANG,30,True
97,97,97,Lang Bug 7 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang3.math.NumberUtilsTest.testCreateNumber,LANG,7,True
99,99,99,Lang Bug 11 - Strong Oracle,17,17,2,2,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang3.RandomStringUtilsTest.testLANG807,LANG,11,True
103,103,103,Lang Bug 57 - Strong Oracle,6,6,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.LocaleUtilsTest.testLanguagesByCountry,LANG,57,True
107,107,107,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionCharArrayArray,LANG,34,True
109,109,109,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionArrayAndObjectCycle,LANG,34,True
112,112,112,Lang Bug 53 - Strong Oracle,140,238,16,29,0,0,1,1,1,2,12,15,0,1,org.apache.commons.lang.time.DateUtilsTest.testRoundLang346,LANG,53,True
113,113,113,Lang Bug 50 - Strong Oracle,17,23,2,2,0,0,0,0,0,0,2,2,0,2,org.apache.commons.lang.time.FastDateFormatTest.test_changeDefault_Locale_DateInstance,LANG,50,True
115,115,115,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testObjectCycle,LANG,34,True
116,116,116,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionyteArray,LANG,34,True
118,118,118,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionObjectArray,LANG,34,True
119,119,119,Lang Bug 9 - Strong Oracle,120,125,7,8,0,0,0,0,0,0,25,25,0,1,org.apache.commons.lang3.time.FastDateParserTest.testLANG_832,LANG,9,True
120,120,120,Lang Bug 30 - Strong Oracle,5,5,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsNone_StringWithBadSupplementaryChars,LANG,30,True
122,122,122,Lang Bug 5 - Strong Oracle,21,21,1,1,0,0,0,0,0,0,8,8,0,1,org.apache.commons.lang3.LocaleUtilsTest.testLang865,LANG,5,True
124,124,124,Lang Bug 55 - Strong Oracle,19,19,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.time.StopWatchTest.testLang315,LANG,55,True
127,127,127,Lang Bug 23 - Strong Oracle,5,5,0,0,0,0,0,0,0,0,2,2,0,10,org.apache.commons.lang3.text.ExtendedMessageFormatTest.testEqualsHashcode,LANG,23,True
128,128,128,Lang Bug 22 - Strong Oracle,40,40,0,0,0,0,0,0,2,2,3,3,0,1,org.apache.commons.lang3.math.FractionTest.testReducedFactory_int_int,LANG,22,True
135,135,135,Lang Bug 60 - Strong Oracle,17,92,3,23,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang.text.StrBuilderTest.testLang295,LANG,60,True
137,137,137,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionByteArrayArray,LANG,34,True
139,139,139,Lang Bug 30 - Strong Oracle,5,5,0,0,0,0,0,0,0,0,1,1,0,2,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsNone_StringWithSupplementaryChars,LANG,30,True
141,141,141,Lang Bug 30 - Strong Oracle,39,39,7,7,0,0,0,0,0,0,5,5,0,1,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAnyBut_StringStringWithSupplementaryChars,LANG,30,True
143,143,143,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionObjectCycle,LANG,34,True
144,144,144,Lang Bug 30 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsAny_StringCharArrayWithBadSupplementaryChars,LANG,30,True
145,145,145,Lang Bug 65 - Strong Oracle,190,288,23,37,0,0,2,2,1,1,18,26,0,1,org.apache.commons.lang.time.DateUtilsTest.testTruncateLang59,LANG,65,True
147,147,147,Lang Bug 18 - Strong Oracle,796,10975,75,1416,6,15,2,24,5,12,96,1200,0,2,org.apache.commons.lang3.time.FastDateFormatTest.testFormat,LANG,18,True
149,149,149,Lang Bug 57 - Strong Oracle,6,6,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.LocaleUtilsTest.testAvailableLocaleList,LANG,57,True
150,150,150,Lang Bug 39 - Strong Oracle,6,6,0,0,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang3.StringUtilsTest.testReplace_StringStringArrayStringArray,LANG,39,True
152,152,152,Lang Bug 37 - Strong Oracle,10,10,0,0,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang3.ArrayUtilsAddTest.testJira567,LANG,37,True
153,153,153,Lang Bug 10 - Strong Oracle,398,3508,30,383,0,0,0,0,0,0,64,537,0,1,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testLANG_831,LANG,10,True
154,154,154,Lang Bug 22 - Strong Oracle,13,13,1,1,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang3.math.FractionTest.testReduce,LANG,22,True
155,155,155,Lang Bug 26 - Strong Oracle,85,110,4,9,1,1,0,0,1,1,13,15,0,1,org.apache.commons.lang3.time.FastDateFormatTest.testLang645,LANG,26,True
156,156,156,Lang Bug 57 - Strong Oracle,6,6,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.LocaleUtilsTest.testLocaleLookupList_LocaleLocale,LANG,57,True
159,159,159,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionIntArray,LANG,34,True
160,160,160,Lang Bug 57 - Strong Oracle,6,6,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.LocaleUtilsTest.testToLocale_2Part,LANG,57,True
161,161,161,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testSelfInstanceVarReflectionObjectCycle,LANG,34,True
162,162,162,Lang Bug 12 - Strong Oracle,28,28,5,5,0,0,0,0,0,0,2,2,0,2,org.apache.commons.lang3.RandomStringUtilsTest.testExceptions,LANG,12,True
163,163,163,Lang Bug 25 - Strong Oracle,6,6,0,0,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang3.text.translate.EntityArraysTest.testISO8859_1_ESCAPE,LANG,25,True
165,165,165,Lang Bug 40 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang.StringUtilsEqualsIndexOfTest.testContainsIgnoreCase_LocaleIndependence,LANG,40,True
166,166,166,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testSimpleReflectionObjectCycle,LANG,34,True
169,169,169,Lang Bug 30 - Strong Oracle,5,5,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAny_StringStringWithSupplementaryChars,LANG,30,True
172,172,172,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionDoubleArray,LANG,34,True
176,176,176,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testSelfInstanceTwoVarsReflectionObjectCycle,LANG,34,True
177,177,177,Lang Bug 45 - Strong Oracle,46,46,7,7,0,0,0,0,0,0,8,8,0,1,org.apache.commons.lang.WordUtilsTest.testAbbreviate,LANG,45,True
178,178,178,Lang Bug 64 - Strong Oracle,9,9,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang.enums.ValuedEnumTest.testCompareTo_otherEnumType,LANG,64,True
182,182,182,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionArrayArrayCycle,LANG,34,True
183,183,183,Lang Bug 19 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,2,2,0,8,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest.testUnfinishedEntity,LANG,19,True
190,190,190,Lang Bug 44 - Strong Oracle,91,91,13,13,0,0,0,0,0,0,16,16,0,1,org.apache.commons.lang.NumberUtilsTest.testLang457,LANG,44,True
192,192,192,Lang Bug 13 - Strong Oracle,27,27,2,2,0,0,0,0,0,0,7,7,0,2,org.apache.commons.lang3.SerializationUtilsTest.testPrimitiveTypeClassSerialization,LANG,13,True
193,193,193,Lang Bug 57 - Strong Oracle,6,6,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.LocaleUtilsTest.testIsAvailableLocale,LANG,57,True
197,197,197,Lang Bug 61 - Strong Oracle,34,224,6,50,0,0,0,0,0,0,2,13,0,2,org.apache.commons.lang.text.StrBuilderTest.testIndexOfLang294,LANG,61,True
198,198,198,Lang Bug 62 - Strong Oracle,28,28,6,6,0,0,0,0,0,0,4,4,0,1,org.apache.commons.lang.EntitiesTest.testNumberOverflow,LANG,62,True
201,201,201,Lang Bug 21 - Strong Oracle,59,59,9,9,0,0,0,0,0,0,17,17,0,1,org.apache.commons.lang3.time.DateUtilsTest.testIsSameLocalTime_Cal,LANG,21,True
203,203,203,Lang Bug 61 - Strong Oracle,52,139,6,25,0,0,0,0,0,0,4,10,0,3,org.apache.commons.lang.text.StrBuilderTest.testLang294,LANG,61,True
204,204,204,Lang Bug 6 - Strong Oracle,8,8,0,0,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang3.StringUtilsTest.testEscapeSurrogatePairs,LANG,6,True
205,205,205,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionBooleanArrayArray,LANG,34,True
209,209,209,Lang Bug 31 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,2,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsAnyCharArrayWithSupplementaryChars,LANG,31,True
211,211,211,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionDoubleArrayArray,LANG,34,True
213,213,213,Lang Bug 47 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.text.StrBuilderTest.testLang412Left,LANG,47,True
215,215,215,Lang Bug 29 - Strong Oracle,88,88,5,5,0,0,0,0,0,0,3,3,0,1,org.apache.commons.lang3.SystemUtilsTest.testJavaVersionAsInt,LANG,29,True
217,217,217,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionCharArray,LANG,34,True
220,220,220,Lang Bug 15 - Strong Oracle,15,15,2,2,0,0,0,0,0,0,2,2,0,64,org.apache.commons.lang3.reflect.TypeUtilsTest.testIsAssignable,LANG,15,True
222,222,222,Lang Bug 41 - Strong Oracle,15,15,1,1,0,0,0,0,0,0,3,3,0,1,org.apache.commons.lang.ClassUtilsTest.test_getPackageName_Class,LANG,41,True
223,223,223,Lang Bug 36 - Strong Oracle,53,53,6,6,0,0,0,0,0,0,12,12,0,1,org.apache.commons.lang3.math.NumberUtilsTest.testCreateNumber,LANG,36,True
224,224,224,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionhortArrayArray,LANG,34,True
229,229,229,Lang Bug 32 - Strong Oracle,337,1501,34,136,2,4,1,2,0,0,56,274,0,1,org.apache.commons.lang3.builder.HashCodeBuilderTest.testReflectionObjectCycle,LANG,32,True
230,230,230,Lang Bug 52 - Strong Oracle,48,311,9,67,0,0,0,0,0,0,7,31,0,1,org.apache.commons.lang.StringEscapeUtilsTest.testEscapeJavaScript,LANG,52,True
231,231,231,Lang Bug 28 - Strong Oracle,51,165,8,35,0,0,0,0,0,0,5,15,0,1,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest.testSupplementaryUnescaping,LANG,28,True
233,233,233,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionLongArray,LANG,34,True
236,236,236,Lang Bug 57 - Strong Oracle,6,6,1,1,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang.LocaleUtilsTest.testLocaleLookupList_Locale,LANG,57,True
237,237,237,Lang Bug 36 - Strong Oracle,461,4388,84,810,0,0,0,0,0,0,56,448,0,1,org.apache.commons.lang3.math.NumberUtilsTest.testIsNumber,LANG,36,True
238,238,238,Lang Bug 36 - Strong Oracle,36,36,7,7,0,0,0,0,0,0,1,1,0,2,org.apache.commons.lang3.math.NumberUtilsTest.testIsNumber,LANG,36,True
241,241,241,Lang Bug 30 - Strong Oracle,5,5,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsAny_StringWithBadSupplementaryChars,LANG,30,True
243,243,243,Lang Bug 46 - Strong Oracle,40,201,7,45,0,0,0,0,0,0,6,18,0,1,org.apache.commons.lang.StringEscapeUtilsTest.testEscapeJavaWithSlash,LANG,46,True
245,245,245,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionBooleanArray,LANG,34,True
248,248,248,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionHierarchy,LANG,34,True
250,250,250,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionFloatArray,LANG,34,True
252,252,252,Lang Bug 27 - Strong Oracle,6,6,0,0,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang3.math.NumberUtilsTest.testCreateNumber,LANG,27,True
256,256,256,Lang Bug 24 - Strong Oracle,9,9,3,3,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang3.math.NumberUtilsTest.testIsNumber,LANG,24,True
257,257,257,Lang Bug 50 - Strong Oracle,61,67,11,11,0,0,0,0,0,0,6,6,0,2,org.apache.commons.lang.time.FastDateFormatTest.test_changeDefault_Locale_DateTimeInstance,LANG,50,True
259,259,259,Lang Bug 30 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,1,1,0,1,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAny_StringCharArrayWithSupplementaryChars,LANG,30,True
261,261,261,Lang Bug 16 - Strong Oracle,101,101,12,12,0,0,0,0,0,0,20,20,0,1,org.apache.commons.lang3.math.NumberUtilsTest.testCreateNumber,LANG,16,True
267,267,267,Lang Bug 34 - Strong Oracle,7,7,1,1,0,0,0,0,0,0,3,3,0,3,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionArrayCycleLevel2,LANG,34,True
273,273,273,Lang Bug 15 - Strong Oracle,6,6,0,0,0,0,0,0,0,0,1,1,0,2,org.apache.commons.lang3.reflect.TypeUtilsTest.testGetTypeArguments,LANG,15,True
274,274,274,Lang Bug 14 - Strong Oracle,6,6,0,0,0,0,0,0,0,0,2,2,0,1,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testEquals,LANG,14,True
