,VERSION,TESTNAME
37,23,org.apache.commons.lang3.text.ExtendedMessageFormatTest.testEqualsHashcode
38,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testObjectCycle
39,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionHierarchy
40,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testSelfInstanceTwoVarsReflectionObjectCycle
41,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionArrayCycle
42,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionLongArrayArray
43,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionArrayArrayCycle
44,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionFloatArray
45,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionDoubleArrayArray
46,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionBooleanArray
47,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionyteArray
48,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionDoubleArray
49,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionIntArrayArray
50,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionLongArray
51,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionhortArrayArray
52,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionObjectArray
53,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionObjectCycle
54,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionBooleanArrayArray
55,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testSimpleReflectionObjectCycle
56,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionByteArrayArray
57,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionArrayCycleLevel2
58,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionArrayAndObjectCycle
59,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionCharArrayArray
60,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionShortArray
61,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testSelfInstanceVarReflectionObjectCycle
62,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionIntArray
63,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionCharArray
64,34,org.apache.commons.lang3.builder.ToStringBuilderTest.testReflectionFloatArrayArray
65,24,org.apache.commons.lang3.math.NumberUtilsTest.testIsNumber
66,27,org.apache.commons.lang3.math.NumberUtilsTest.testCreateNumber
67,9,org.apache.commons.lang3.time.FastDateFormat_ParserTest.testLANG_832
68,9,org.apache.commons.lang3.time.FastDateParserTest.testLANG_832
69,64,org.apache.commons.lang.enums.ValuedEnumTest.testCompareTo_otherEnumType
70,22,org.apache.commons.lang3.math.FractionTest.testReducedFactory_int_int
71,22,org.apache.commons.lang3.math.FractionTest.testReduce
72,15,org.apache.commons.lang3.reflect.TypeUtilsTest.testGetTypeArguments
73,15,org.apache.commons.lang3.reflect.TypeUtilsTest.testIsAssignable
74,63,org.apache.commons.lang.time.DurationFormatUtilsTest.testJiraLang281
75,61,org.apache.commons.lang.text.StrBuilderTest.testIndexOfLang294
76,61,org.apache.commons.lang.text.StrBuilderTest.testLang294
77,41,org.apache.commons.lang.ClassUtilsTest.test_getShortClassName_Class
78,41,org.apache.commons.lang.ClassUtilsTest.test_getPackageName_Class
79,57,org.apache.commons.lang.LocaleUtilsTest.testAvailableLocaleSet
80,57,org.apache.commons.lang.LocaleUtilsTest.testIsAvailableLocale
81,57,org.apache.commons.lang.LocaleUtilsTest.testAvailableLocaleList
82,57,org.apache.commons.lang.LocaleUtilsTest.testCountriesByLanguage
83,57,org.apache.commons.lang.LocaleUtilsTest.testLocaleLookupList_LocaleLocale
84,57,org.apache.commons.lang.LocaleUtilsTest.testLanguagesByCountry
85,57,org.apache.commons.lang.LocaleUtilsTest.testToLocale_1Part
86,57,org.apache.commons.lang.LocaleUtilsTest.testToLocale_2Part
87,57,org.apache.commons.lang.LocaleUtilsTest.testToLocale_3Part
88,57,org.apache.commons.lang.LocaleUtilsTest.testLocaleLookupList_Locale
89,57,org.apache.commons.lang.LocaleUtilsTest.testConstructor
90,33,org.apache.commons.lang3.ClassUtilsTest.testToClass_object
91,53,org.apache.commons.lang.time.DateUtilsTest.testRoundLang346
92,40,org.apache.commons.lang.StringUtilsEqualsIndexOfTest.testContainsIgnoreCase_LocaleIndependence
93,42,org.apache.commons.lang.StringEscapeUtilsTest.testEscapeHtmlHighUnicode
94,17,org.apache.commons.lang3.StringEscapeUtilsTest.testLang720
95,52,org.apache.commons.lang.StringEscapeUtilsTest.testEscapeJavaScript
96,30,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsNone_CharArrayWithSupplementaryChars
97,30,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsNone_StringWithSupplementaryChars
98,30,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsAny_StringCharArrayWithBadSupplementaryChars
99,30,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAnyBut_StringStringWithSupplementaryChars
100,30,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsAny_StringWithBadSupplementaryChars
101,30,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAny_StringCharArrayWithSupplementaryChars
102,30,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAnyBut_StringCharArrayWithSupplementaryChars
103,30,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsNone_StringWithBadSupplementaryChars
104,30,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAny_StringStringWithSupplementaryChars
105,30,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testContainsNone_CharArrayWithBadSupplementaryChars
106,54,org.apache.commons.lang.LocaleUtilsTest.testLang328
107,4,org.apache.commons.lang3.text.translate.LookupTranslatorTest.testLang882
108,58,org.apache.commons.lang.math.NumberUtilsTest.testLang300
109,47,org.apache.commons.lang.text.StrBuilderTest.testLang412Left
110,47,org.apache.commons.lang.text.StrBuilderTest.testLang412Right
111,3,org.apache.commons.lang3.math.NumberUtilsTest.testStringCreateNumberEnsureNoPrecisionLoss
112,49,org.apache.commons.lang.math.FractionTest.testReduce
113,25,org.apache.commons.lang3.text.translate.EntityArraysTest.testISO8859_1_ESCAPE
114,59,org.apache.commons.lang.text.StrBuilderAppendInsertTest.testLang299
115,8,org.apache.commons.lang3.time.FastDateFormat_PrinterTest.testCalendarTimezoneRespected
116,8,org.apache.commons.lang3.time.FastDatePrinterTest.testCalendarTimezoneRespected
117,2,org.apache.commons.lang3.LocaleUtilsTest.testParseAllLocales
118,46,org.apache.commons.lang.StringEscapeUtilsTest.testEscapeJavaWithSlash
119,35,org.apache.commons.lang3.ArrayUtilsAddTest.testLANG571
120,55,org.apache.commons.lang.time.StopWatchTest.testLang315
121,21,org.apache.commons.lang3.time.DateUtilsTest.testIsSameLocalTime_Cal
122,48,org.apache.commons.lang.builder.EqualsBuilderTest.testBigDecimal
123,44,org.apache.commons.lang.NumberUtilsTest.testLang457
