,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION
36,Chart Bug 18 - Strong Oracle,17,17,2,2,0,0,0,0,0,0,3,3,0,1,org.jfree.data.junit.DefaultKeyedValuesTests.testGetIndex2,CHART,18
37,Chart Bug 7 - Strong Oracle,99,114,10,10,0,0,0,0,1,1,16,18,0,1,org.jfree.data.time.junit.TimePeriodValuesTests.testGetMaxStartIndex,CHART,7
38,Chart Bug 6 - Strong Oracle,387,1525,46,163,0,0,5,48,0,0,48,168,0,1,org.jfree.chart.renderer.category.junit.LineAndShapeRendererTests.testHashcode,CHART,6
39,Chart Bug 11 - Strong Oracle,86,247,17,48,0,0,0,0,0,0,13,53,0,1,org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests.testCloning,CHART,11
40,Chart Bug 6 - Strong Oracle,315,702,55,125,0,0,0,0,0,0,33,60,0,1,org.jfree.chart.renderer.xy.junit.XYSplineRendererTests.testSerialization,CHART,6
41,Chart Bug 12 - Strong Oracle,2464,25189,272,4210,0,0,0,0,0,0,271,2199,0,2,org.jfree.chart.plot.junit.MultiplePiePlotTests.testEquals,CHART,12
42,Chart Bug 1 - Strong Oracle,8624,861513,717,60225,3,8,34,14061,32,724,1327,26826,0,1,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests.testNotification,CHART,1
43,Chart Bug 16 - Strong Oracle,13,13,0,0,0,0,0,0,0,0,1,1,0,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testGetSeriesIndex,CHART,16
44,Chart Bug 19 - strong Oracle,27,43,3,7,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testGetDomainAxisIndex,CHART,19
45,Chart Bug 22 - Strong Oracle,56,59,5,6,0,0,0,0,0,0,15,16,0,1,org.jfree.data.junit.KeyedObjects2DTests.testGetValueByKey,CHART,22
46,Chart Bug 1 - Strong Oracle,7120,3570654,595,219668,2,2,23,70698,27,134,1093,4511,0,1,org.jfree.chart.renderer.category.junit.LevelRendererTests.testDrawWithNullInfo,CHART,1
47,Chart Bug 6 - Strong Oracle,214,481,37,86,0,0,0,0,0,0,21,39,0,1,org.jfree.chart.renderer.category.junit.LineAndShapeRendererTests.testSerialization,CHART,6
48,Chart Bug 7 - Strong Oracle,238,287,20,22,0,0,0,0,1,1,41,49,0,1,org.jfree.data.time.junit.TimePeriodValuesCollectionTests.testGetDomainBoundsWithInterval,CHART,7
49,Chart Bug 20 - Strong Oracle,8075,22572,582,1760,0,0,7,34,20,61,1239,2963,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.test1654215,CHART,20
50,Chart Bug 6 - Strong Oracle,388,1526,46,163,0,0,5,48,0,0,48,168,0,1,org.jfree.chart.renderer.category.junit.StackedAreaRendererTests.testHashcode,CHART,6
51,Chart Bug 6 - Strong Oracle,214,481,37,86,0,0,0,0,0,0,21,39,0,1,org.jfree.chart.renderer.xy.junit.XYDotRendererTests.testSerialization,CHART,6
52,Chart Bug 10 - Strong Oracle,13,13,0,0,0,0,0,0,0,0,6,6,0,1,org.jfree.chart.imagemap.junit.StandardToolTipTagFragmentGeneratorTests.testGenerateURLFragment,CHART,10
53,Chart Bug 6 - Strong Oracle,296,595,51,107,0,0,0,0,0,0,25,45,0,1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testSerialization,CHART,6
54,Chart Bug 20 - Strong Oracle,2656,4228,126,199,1,1,2,2,0,0,347,508,0,1,org.jfree.chart.renderer.category.junit.AreaRendererTests.testGetLegendItemSeriesIndex,CHART,20
55,Chart Bug 21 - Strong Oracle,309,1036,37,140,0,0,0,0,0,0,49,162,0,2,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests.testEquals,CHART,21
56,Chart Bug 20 - Strong Oracle,2658,12728,102,1139,0,0,2,4,1,4,384,1131,0,1,org.jfree.chart.axis.junit.LogAxisTests.testAutoRange1,CHART,20
57,Chart Bug 1 - Strong Oracle,2753,6436,217,509,0,0,9,19,9,18,431,940,0,1,org.jfree.chart.junit.StackedBarChartTests.testDrawWithNullInfo,CHART,1
58,Chart Bug 26 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization4,CHART,26
59,Chart Bug 1 - Strong Oracle,7073,3688895,595,226760,1,1,25,73078,33,142,1078,4317,0,1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullDeviationVertical,CHART,1
60,Chart Bug 6 - Strong Oracle,171,369,29,65,0,0,0,0,0,0,18,30,0,1,org.jfree.chart.renderer.xy.junit.YIntervalRendererTests.testCloning,CHART,6
61,Chart Bug 20 - Strong Oracle,248,263,15,17,1,1,0,0,0,0,29,30,0,1,org.jfree.chart.renderer.junit.AbstractRendererTests.testPaintLookup,CHART,20
62,Chart Bug 6 - Strong Oracle,214,481,37,86,0,0,0,0,0,0,21,39,0,1,org.jfree.chart.renderer.xy.junit.XYBubbleRendererTests.testSerialization,CHART,6
63,Chart Bug 20 - Strong Oracle,1590,3579,122,304,0,0,2,2,0,0,211,493,0,1,org.jfree.chart.junit.AreaChartTests.testReplaceDataset,CHART,20
64,Chart Bug 6 - Strong Oracle,284,564,49,101,0,0,0,0,0,0,24,42,0,1,org.jfree.chart.renderer.category.junit.LayeredBarRendererTests.testEquals,CHART,6
65,Chart Bug 6 - Strong Oracle,224,437,38,77,0,0,0,0,0,0,21,33,0,1,org.jfree.chart.renderer.category.junit.BarRenderer3DTests.testCloning,CHART,6
66,Chart Bug 6 - Strong Oracle,574,1061,103,198,0,0,0,0,0,0,45,80,0,1,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests.testSerialization,CHART,6
67,Chart Bug 6 - Strong Oracle,382,1515,46,163,0,0,5,48,0,0,47,166,0,1,org.jfree.chart.renderer.xy.junit.XYBubbleRendererTests.testHashcode,CHART,6
68,Chart Bug 20 - Strong Oracle,1612,3640,122,302,0,0,2,2,0,0,212,488,0,1,org.jfree.chart.junit.StackedBarChart3DTests.testReplaceDataset,CHART,20
69,Chart Bug 20 - Strong Oracle,9650,31250,673,2442,2,2,8,60,25,83,1491,4236,0,1,org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests.testDrawWithNullInfo,CHART,20
70,Chart Bug 6 - Strong Oracle,560,1046,100,195,0,0,0,0,0,0,45,80,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization2,CHART,6
71,Chart Bug 26 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.chart.junit.StackedBarChartTests.testDrawWithNullInfo,CHART,26
72,Chart Bug 6 - Strong Oracle,171,369,29,65,0,0,0,0,0,0,18,30,0,1,org.jfree.chart.renderer.xy.junit.XYBlockRendererTests.testCloning,CHART,6
73,Chart Bug 21 - Strong Oracle,592,869,51,80,0,0,0,0,0,0,90,135,0,1,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests.testCloning,CHART,21
74,Chart Bug 20 - Strong Oracle,1354,2434,106,208,0,0,2,2,0,0,169,306,0,1,org.jfree.chart.junit.AreaChartTests.testSetSeriesToolTipGenerator,CHART,20
75,Chart Bug 6 - Strong Oracle,216,477,37,85,0,0,0,0,0,0,21,38,0,1,org.jfree.chart.renderer.xy.junit.XYDotRendererTests.testEquals,CHART,6
76,Chart Bug 6 - Strong Oracle,214,481,37,86,0,0,0,0,0,0,21,39,0,1,org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests.testSerialization,CHART,6
77,Chart Bug 6 - Strong Oracle,171,369,29,65,0,0,0,0,0,0,18,30,0,1,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests.testCloning,CHART,6
78,Chart Bug 6 - Strong Oracle,7311,37084,733,3981,0,0,6,93,21,132,1132,4500,0,1,org.jfree.chart.plot.junit.XYPlotTests.testSerialization4,CHART,6
79,Chart Bug 26 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.chart.junit.LineChartTests.testDrawWithNullInfo,CHART,26
80,Chart Bug 6 - Strong Oracle,311,692,55,124,0,0,0,0,0,0,32,58,0,1,org.jfree.chart.renderer.xy.junit.XYLine3DRendererTests.testEquals,CHART,6
81,Chart Bug 18 - Strong Oracle,20,20,0,0,0,0,0,0,0,0,8,8,0,1,org.jfree.data.junit.DefaultKeyedValuesTests.testRemoveValue,CHART,18
82,Chart Bug 6 - Strong Oracle,574,1045,103,194,0,0,0,0,0,0,45,76,0,1,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests.testEquals,CHART,6
83,Chart Bug 1 - Strong Oracle,7725,3456890,626,212822,2,2,23,68336,28,168,1205,5289,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullMinOutlier,CHART,1
84,Chart Bug 4 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.chart.axis.junit.LogAxisTests.testXYAutoRange1,CHART,4
85,Chart Bug 6 - Strong Oracle,216,477,37,85,0,0,0,0,0,0,21,38,0,1,org.jfree.chart.renderer.xy.junit.YIntervalRendererTests.testEquals,CHART,6
86,Chart Bug 6 - Strong Oracle,302,699,54,128,0,0,0,0,0,0,26,53,0,1,org.jfree.chart.renderer.xy.junit.XYBarRendererTests.testEquals,CHART,6
87,Chart Bug 6 - Strong Oracle,134,320,15,36,0,0,2,8,1,2,15,29,0,1,org.jfree.chart.util.junit.ShapeListTests.testSerialization,CHART,6
88,Chart Bug 1 - Strong Oracle,7387,3456156,604,212760,2,2,23,68332,27,163,1150,5193,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullMaxRegular,CHART,1
89,Chart Bug 6 - Strong Oracle,224,437,38,77,0,0,0,0,0,0,21,33,0,1,org.jfree.chart.renderer.category.junit.GanttRendererTests.testCloning,CHART,6
90,Chart Bug 6 - Strong Oracle,286,566,49,101,0,0,0,0,0,0,24,42,0,1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests.testEquals,CHART,6
91,Chart Bug 6 - Strong Oracle,216,477,37,85,0,0,0,0,0,0,21,38,0,1,org.jfree.chart.renderer.category.junit.AreaRendererTests.testEquals,CHART,6
92,Chart Bug 6 - Strong Oracle,171,369,29,65,0,0,0,0,0,0,18,30,0,1,org.jfree.chart.renderer.xy.junit.CandlestickRendererTests.testCloning,CHART,6
93,Chart Bug 6 - Strong Oracle,574,1061,103,198,0,0,0,0,0,0,45,80,0,1,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests.testSerialization,CHART,6
94,Chart Bug 21 - Strong Oracle,13631,75247,776,7006,1,1,15,78,36,108,2103,7633,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullInfo,CHART,21
95,Chart Bug 1 - Strong Oracle,7110,317176,598,21465,3,9,20,5449,26,164,1091,4729,0,1,org.jfree.chart.junit.LineChartTests.testDrawWithNullInfo,CHART,1
96,Chart Bug 20 - Strong Oracle,10609,63289,723,5057,2,6,10,179,28,207,1677,8350,0,1,org.jfree.chart.junit.LineChart3DTests.testDrawWithNullInfo,CHART,20
97,Chart Bug 20 - Strong Oracle,248,263,15,17,1,1,0,0,0,0,29,30,0,1,org.jfree.chart.renderer.junit.AbstractRendererTests.testFillPaintLookup,CHART,20
98,Chart Bug 6 - Strong Oracle,214,481,37,86,0,0,0,0,0,0,21,39,0,1,org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests.testSerialization,CHART,6
99,Chart Bug 6 - Strong Oracle,285,565,49,101,0,0,0,0,0,0,24,42,0,1,org.jfree.chart.renderer.category.junit.GanttRendererTests.testEquals,CHART,6
100,Chart Bug 7 - Strong Oracle,818,1642,53,93,1,2,1,2,8,17,125,244,0,1,org.jfree.data.time.junit.TimePeriodValuesTests.test1161329,CHART,7
101,Chart Bug 6 - Strong Oracle,226,442,38,77,0,0,0,0,0,0,21,33,0,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests.testCloning_LegendItemToolTipGenerator,CHART,6
102,Chart Bug 26 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests.testDrawWithNullInfo,CHART,26
103,Chart Bug 20 - Strong Oracle,1146,1582,72,96,0,0,2,2,1,1,137,176,0,1,org.jfree.chart.junit.GanttChartTests.testSetSeriesURLGenerator,CHART,20
104,Chart Bug 20 - Strong Oracle,9856,51055,692,4218,1,2,13,164,29,186,1527,6767,0,1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests.testDrawWithNullInfo,CHART,20
105,Chart Bug 26 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.test1654215,CHART,26
106,Chart Bug 6 - Strong Oracle,266,584,47,104,0,0,0,0,0,0,29,50,0,1,org.jfree.chart.renderer.xy.junit.DeviationRendererTests.testCloning,CHART,6
107,Chart Bug 26 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullInfo,CHART,26
108,Chart Bug 5 - Strong Oracle,116,148,10,10,0,0,0,0,0,0,19,26,0,1,org.jfree.data.xy.junit.XYSeriesTests.testAddOrUpdate3,CHART,5
109,Chart Bug 6 - Strong Oracle,303,592,54,108,0,0,0,0,0,0,26,45,0,1,org.jfree.chart.renderer.xy.junit.ClusteredXYBarRendererTests.testEquals,CHART,6
110,Chart Bug 20 - Strong Oracle,1330,2414,101,200,0,0,2,2,0,0,162,289,0,1,org.jfree.chart.junit.StackedBarChartTests.testSetSeriesURLGenerator,CHART,20
111,Chart Bug 20 - Strong Oracle,1578,2564,118,183,0,0,2,2,0,0,208,327,0,1,org.jfree.chart.junit.WaterfallChartTests.testSetSeriesURLGenerator,CHART,20
112,Chart Bug 16 - Strong Oracle,56,56,4,4,0,0,0,0,0,0,7,7,0,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testSetSeriesKeys,CHART,16
113,Chart Bug 6 - Strong Oracle,214,481,37,86,0,0,0,0,0,0,21,39,0,1,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests.testSerialization,CHART,6
114,Chart Bug 6 - Strong Oracle,215,482,37,86,0,0,0,0,0,0,21,39,0,1,org.jfree.chart.renderer.category.junit.LineRenderer3DTests.testSerialization,CHART,6
115,Chart Bug 6 - Strong Oracle,382,1515,46,163,0,0,5,48,0,0,47,166,0,1,org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests.testHashcode,CHART,6
116,Chart Bug 8 - Strong Oracle,6,6,0,0,0,0,0,0,0,0,1,1,0,1,org.jfree.data.time.junit.WeekTests.testConstructor,CHART,8
117,Chart Bug 11 - Strong Oracle,445,1193,78,218,0,0,0,0,0,0,56,130,0,1,org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests.testCloning,CHART,11
118,Chart Bug 6 - Strong Oracle,456,1613,58,179,0,0,5,48,0,0,51,172,0,1,org.jfree.chart.renderer.category.junit.GanttRendererTests.testHashcode,CHART,6
119,Chart Bug 6 - Strong Oracle,216,477,37,85,0,0,0,0,0,0,21,38,0,1,org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests.testEquals,CHART,6
120,Chart Bug 20 - Strong Oracle,2540,22120,372,3427,0,0,2,4,0,0,281,2618,0,6,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests.testEquals,CHART,20
121,Chart Bug 1 - Strong Oracle,7184,3690369,604,226866,1,1,25,73092,33,150,1096,4558,0,1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullInfo,CHART,1
122,Chart Bug 6 - Strong Oracle,171,369,29,65,0,0,0,0,0,0,18,30,0,1,org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests.testCloning,CHART,6
123,Chart Bug 6 - Strong Oracle,284,568,49,102,0,0,0,0,0,0,24,43,0,1,org.jfree.chart.renderer.category.junit.BarRendererTests.testSerialization,CHART,6
124,Chart Bug 9 - Strong Oracle,38,38,2,2,0,0,0,0,0,0,7,7,0,1,org.jfree.data.time.junit.TimeSeriesTests.testCreateCopy1,CHART,9
125,Chart Bug 26 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.chart.junit.GanttChartTests.testDrawWithNullInfo,CHART,26
126,Chart Bug 20 - Strong Oracle,1584,2315,120,192,1,1,2,2,0,0,198,263,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testGetLegendItemSeriesIndex,CHART,20
127,Chart Bug 6 - Strong Oracle,260,489,46,88,0,0,0,0,0,0,23,37,0,1,org.jfree.chart.renderer.xy.junit.AbstractXYItemRendererTests.testCloning_LegendItemLabelGenerator,CHART,6
128,Chart Bug 20 - Strong Oracle,5518,71166,605,9346,0,0,2,22,0,0,830,6575,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization5,CHART,20
129,Chart Bug 20 - Strong Oracle,1354,2434,106,208,0,0,2,2,0,0,169,306,0,1,org.jfree.chart.junit.LineChart3DTests.testSetSeriesToolTipGenerator,CHART,20
130,Chart Bug 20 - Strong Oracle,685,1449,35,56,0,0,0,0,0,0,93,186,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testSetRenderer,CHART,20
131,Chart Bug 22 - Strong Oracle,57,60,5,6,0,0,0,0,0,0,16,17,0,1,org.jfree.data.junit.KeyedObjects2DTests.testRemoveColumnByIndex,CHART,22
132,Chart Bug 6 - Strong Oracle,753,1995,134,399,0,0,0,0,0,0,78,167,0,1,org.jfree.chart.plot.junit.CombinedRangeXYPlotTests.testSerialization,CHART,6
133,Chart Bug 3 - Strong Oracle,267,522,27,49,0,0,0,0,0,0,49,95,0,1,org.jfree.data.time.junit.TimeSeriesTests.testCreateCopy3,CHART,3
134,Chart Bug 20 - Strong Oracle,457,602,30,37,0,0,0,0,0,0,69,87,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testAddDomainMarker,CHART,20
135,Chart Bug 20 - Strong Oracle,1325,2405,103,205,0,0,2,2,0,0,164,301,0,1,org.jfree.chart.junit.AreaChartTests.testSetSeriesURLGenerator,CHART,20
136,Chart Bug 6 - Strong Oracle,476,1729,64,202,0,0,5,48,0,0,58,186,0,1,org.jfree.chart.renderer.xy.junit.XYLineAndShapeRendererTests.testHashcode,CHART,6
137,Chart Bug 6 - Strong Oracle,284,564,49,101,0,0,0,0,0,0,24,42,0,1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests.testEquals,CHART,6
138,Chart Bug 26 - Strong Oracle,4,4,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.chart.junit.BarChart3DTests.testDrawWithNullInfo,CHART,26
139,Chart Bug 20 - Strong Oracle,8809,32216,696,2646,1,1,18,86,29,106,1364,4344,0,1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullMeanHorizontal,CHART,20
140,Chart Bug 6 - Strong Oracle,382,1515,46,163,0,0,5,48,0,0,47,166,0,1,org.jfree.chart.renderer.xy.junit.CandlestickRendererTests.testHashcode,CHART,6
141,Chart Bug 21 - Strong Oracle,3153,40804,147,4372,1,1,2,6,0,0,464,3003,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testGetLegendItem,CHART,21
142,Chart Bug 6 - Strong Oracle,291,563,51,102,0,0,0,0,0,0,38,55,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testEquals,CHART,6
143,Chart Bug 7 - Strong Oracle,258,617,36,91,0,0,0,0,1,1,41,83,0,1,org.jfree.data.time.junit.TimePeriodValuesTests.testSerialization,CHART,7
144,Chart Bug 6 - Strong Oracle,216,477,37,85,0,0,0,0,0,0,21,38,0,1,org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests.testEquals,CHART,6
145,Chart Bug 20 - Strong Oracle,1431,2622,115,220,0,0,2,2,0,0,181,330,0,1,org.jfree.chart.junit.BarChart3DTests.testSetSeriesToolTipGenerator,CHART,20
146,Chart Bug 6 - Strong Oracle,235,463,40,82,0,0,0,0,0,0,22,35,0,1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testCloning,CHART,6
147,Chart Bug 6 - Strong Oracle,233,494,40,88,0,0,0,0,0,0,21,38,0,1,org.jfree.chart.renderer.category.junit.LevelRendererTests.testEquals,CHART,6
148,Chart Bug 6 - Strong Oracle,216,477,37,85,0,0,0,0,0,0,21,38,0,1,org.jfree.chart.renderer.xy.junit.VectorRendererTests.testEquals,CHART,6
