,Unnamed: 0,Unnamed: 0.1,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION,FAIL
42,42,42,Chart Bug 6 - Weak Oracle,287,567,49,101,0,0,0,0,0,0,25,43,0,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests.testEquals,CHART,6,False
43,43,43,Chart Bug 6 - Weak Oracle,269,587,47,104,0,0,0,0,0,0,30,51,0,1,org.jfree.chart.renderer.xy.junit.XYErrorRendererTests.testCloning,CHART,6,False
44,44,44,Chart Bug 20 - Weak Oracle,1633,2425,125,203,2,2,2,2,0,0,203,272,0,1,org.jfree.chart.renderer.category.junit.LevelRendererTests.testGetLegendItemSeriesIndex,CHART,20,False
45,45,45,Chart Bug 20 - Weak Oracle,1585,2571,119,184,0,0,2,2,0,0,210,329,0,1,org.jfree.chart.junit.WaterfallChartTests.testSetSeriesURLGenerator,CHART,20,False
47,47,47,Chart Bug 20 - Weak Oracle,1614,2600,122,187,0,0,2,2,0,0,215,334,0,1,org.jfree.chart.junit.WaterfallChartTests.testSetSeriesToolTipGenerator,CHART,20,False
48,48,48,Chart Bug 2 - Weak Oracle,149,149,12,12,0,0,0,0,0,0,20,20,0,3,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindDomainBounds2,CHART,2,False
49,49,49,Chart Bug 1 - Weak Oracle,5014,544126,433,34460,0,0,16,10286,21,70,783,2073,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.test1654215,CHART,1,False
50,50,50,Chart Bug 6 - Weak Oracle,390,1528,46,163,0,0,5,48,0,0,49,169,0,1,org.jfree.chart.renderer.category.junit.AreaRendererTests.testHashcode,CHART,6,False
51,51,51,Chart Bug 6 - Weak Oracle,173,371,29,65,0,0,0,0,0,0,19,31,0,1,org.jfree.chart.renderer.xy.junit.WindItemRendererTests.testCloning,CHART,6,False
52,52,52,Chart Bug 6 - Weak Oracle,299,594,51,106,0,0,0,0,0,0,26,45,0,1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testEquals,CHART,6,False
53,53,53,Chart Bug 20 - Weak Oracle,8816,32223,697,2647,1,1,18,86,29,106,1366,4346,0,1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullMeanHorizontal,CHART,20,False
57,57,57,Chart Bug 1 - Weak Oracle,8618,820748,714,57937,3,8,34,13488,32,620,1335,20610,0,1,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests.testNotification,CHART,1,False
58,58,58,Chart Bug 6 - Weak Oracle,577,1064,103,198,0,0,0,0,0,0,46,81,0,1,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests.testSerialization,CHART,6,False
59,59,59,Chart Bug 6 - Weak Oracle,312,605,54,109,0,0,0,0,0,0,28,48,0,1,org.jfree.chart.renderer.xy.junit.StackedXYBarRendererTests.testSerialization,CHART,6,False
60,60,60,Chart Bug 6 - Weak Oracle,390,1528,46,163,0,0,5,48,0,0,49,169,0,1,org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests.testHashcode,CHART,6,False
61,61,61,Chart Bug 11 - Weak Oracle,109,270,19,50,0,0,0,0,0,0,18,58,0,1,org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests.testSerialization,CHART,11,False
62,62,62,Chart Bug 16 - Weak Oracle,66,83,10,14,0,0,0,0,0,0,6,6,0,2,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testEquals,CHART,16,False
63,63,63,Chart Bug 16 - Weak Oracle,65,65,4,4,0,0,0,0,0,0,8,8,0,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testSetSeriesKeys,CHART,16,False
64,64,64,Chart Bug 6 - Weak Oracle,219,480,37,85,0,0,0,0,0,0,22,39,0,1,org.jfree.chart.renderer.category.junit.AreaRendererTests.testEquals,CHART,6,False
65,65,65,Chart Bug 6 - Weak Oracle,318,705,55,125,0,0,0,0,0,0,34,61,0,1,org.jfree.chart.renderer.xy.junit.XYSplineRendererTests.testSerialization,CHART,6,False
66,66,66,Chart Bug 4 - Weak Oracle,1849,9762,309,1812,0,0,2,2,0,0,185,612,0,1,org.jfree.chart.plot.junit.XYPlotTests.testSerialization1,CHART,4,False
67,67,67,Chart Bug 1 - Weak Oracle,7369,3770204,608,232506,1,2,27,74436,28,244,1145,7105,0,1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests.testDrawWithNullInfo,CHART,1,False
68,68,68,Chart Bug 6 - Weak Oracle,318,705,55,125,0,0,0,0,0,0,34,61,0,1,org.jfree.chart.renderer.xy.junit.XYLine3DRendererTests.testSerialization,CHART,6,False
69,69,69,Chart Bug 1 - Weak Oracle,7766,3456931,632,212828,2,2,23,68336,28,168,1215,5299,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullMaxOutlier,CHART,1,False
70,70,70,Chart Bug 11 - Weak Oracle,498,1340,87,244,0,0,0,0,0,0,62,145,0,1,org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests.testSerialization,CHART,11,False
71,71,71,Chart Bug 5 - Weak Oracle,171,196,19,20,0,0,0,0,0,0,24,28,0,1,org.jfree.data.xy.junit.XYSeriesTests.testAddOrUpdate,CHART,5,False
73,73,73,Chart Bug 6 - Weak Oracle,174,372,29,65,0,0,0,0,0,0,19,31,0,1,org.jfree.chart.renderer.category.junit.ScatterRendererTests.testCloning,CHART,6,False
74,74,74,Chart Bug 6 - Weak Oracle,220,481,37,85,0,0,0,0,0,0,22,39,0,1,org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests.testEquals,CHART,6,False
75,75,75,Chart Bug 7 - Weak Oracle,195,331,16,18,0,0,0,0,1,1,41,63,0,10,org.jfree.data.time.junit.TimePeriodValuesTests.testClone,CHART,7,False
78,78,78,Chart Bug 6 - Weak Oracle,287,571,49,102,0,0,0,0,0,0,25,44,0,1,org.jfree.chart.renderer.category.junit.BarRendererTests.testSerialization,CHART,6,False
79,79,79,Chart Bug 20 - Weak Oracle,9914,33524,693,2584,1,1,14,80,33,108,1527,4600,0,1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullInfo,CHART,20,False
80,80,80,Chart Bug 4 - Weak Oracle,2390,4994,173,401,0,0,3,4,5,10,350,630,0,1,org.jfree.chart.junit.ChartPanelTests.test2502355_zoomInBoth,CHART,4,False
81,81,81,Chart Bug 2 - Weak Oracle,210,236,15,15,0,0,0,0,0,0,37,41,0,8,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateRangeBounds4,CHART,2,False
82,82,82,Chart Bug 6 - Weak Oracle,387,1520,47,164,0,0,5,48,0,0,48,167,0,1,org.jfree.chart.renderer.xy.junit.HighLowRendererTests.testHashcode,CHART,6,False
83,83,83,Chart Bug 6 - Weak Oracle,416,1579,51,174,0,0,5,48,0,0,51,172,0,1,org.jfree.chart.renderer.xy.junit.XYBoxAndWhiskerRendererTests.testHashcode,CHART,6,False
84,84,84,Chart Bug 6 - Weak Oracle,314,695,55,124,0,0,0,0,0,0,33,59,0,1,org.jfree.chart.renderer.xy.junit.XYSplineRendererTests.testEquals,CHART,6,False
85,85,85,Chart Bug 6 - Weak Oracle,261,487,46,88,0,0,0,0,0,0,24,38,0,1,org.jfree.chart.renderer.xy.junit.StackedXYBarRendererTests.testCloning,CHART,6,False
86,86,86,Chart Bug 1 - Weak Oracle,7115,317181,599,21466,3,9,20,5449,26,164,1092,4730,0,1,org.jfree.chart.junit.LineChartTests.testDrawWithNullInfo,CHART,1,False
87,87,87,Chart Bug 3 - Weak Oracle,441,824,41,76,0,0,0,0,0,0,70,116,0,1,org.jfree.data.time.junit.TimeSeriesTests.testCreateCopy1,CHART,3,False
88,88,88,Chart Bug 20 - Weak Oracle,1623,3618,128,310,0,0,2,2,0,0,216,498,0,1,org.jfree.chart.junit.BarChartTests.testReplaceDataset,CHART,20,False
89,89,89,Chart Bug 6 - Weak Oracle,219,480,37,85,0,0,0,0,0,0,22,39,0,1,org.jfree.chart.renderer.category.junit.CategoryStepRendererTests.testEquals,CHART,6,False
90,90,90,Chart Bug 6 - Weak Oracle,287,567,49,101,0,0,0,0,0,0,25,43,0,1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests.testEquals,CHART,6,False
91,91,91,Chart Bug 4 - Weak Oracle,2362,3595,88,106,1,1,2,2,0,0,302,436,0,1,org.jfree.chart.renderer.xy.junit.XYBarRendererTests.testGetLegendItemSeriesIndex,CHART,4,False
93,93,93,Chart Bug 4 - Weak Oracle,334,343,33,33,0,0,2,2,0,0,46,46,0,1,org.jfree.chart.plot.junit.XYPlotTests.testGetDomainAxisForDataset,CHART,4,False
94,94,94,Chart Bug 6 - Weak Oracle,563,1049,100,195,0,0,0,0,0,0,46,81,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization2,CHART,6,False
97,97,97,Chart Bug 1 - Weak Oracle,7374,3456137,608,212767,2,2,23,68336,28,168,1143,5189,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullInfo,CHART,1,False
99,99,99,Chart Bug 4 - Weak Oracle,346,365,36,38,0,0,2,2,0,0,41,41,0,1,org.jfree.chart.junit.XYBarChartTests.testReplaceDataset,CHART,4,False
100,100,100,Chart Bug 1 - Weak Oracle,8629,861518,718,60226,3,8,34,14061,32,724,1328,26827,0,1,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests.testNotification,CHART,1,False
104,104,104,Chart Bug 2 - Weak Oracle,183,231,15,15,0,0,0,0,0,0,30,40,0,6,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateRangeBounds,CHART,2,False
105,105,105,Chart Bug 4 - Weak Oracle,12089,44136,885,3556,1,1,17,122,33,157,1852,5725,0,1,org.jfree.chart.junit.XYBarChartTests.testDrawWithNullInfo,CHART,4,False
106,106,106,Chart Bug 20 - Weak Oracle,1336,2420,102,201,0,0,2,2,0,0,164,291,0,1,org.jfree.chart.junit.StackedAreaChartTests.testSetSeriesURLGenerator,CHART,20,False
108,108,108,Chart Bug 6 - Weak Oracle,228,441,38,77,0,0,0,0,0,0,22,34,0,1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests.testCloning,CHART,6,False
110,110,110,Chart Bug 6 - Weak Oracle,219,480,37,85,0,0,0,0,0,0,22,39,0,1,org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests.testEquals,CHART,6,False
111,111,111,Chart Bug 6 - Weak Oracle,217,484,37,86,0,0,0,0,0,0,22,40,0,1,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests.testSerialization,CHART,6,False
113,113,113,Chart Bug 20 - Weak Oracle,4073,20026,566,3239,0,0,2,4,0,0,563,2467,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization2,CHART,20,False
114,114,114,Chart Bug 20 - Weak Oracle,935,2274,129,346,0,0,0,0,0,0,116,210,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testCloning,CHART,20,False
115,115,115,Chart Bug 6 - Weak Oracle,215,422,38,76,0,0,0,0,0,0,21,34,0,1,org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests.testCloning,CHART,6,False
116,116,116,Chart Bug 6 - Weak Oracle,174,372,29,65,0,0,0,0,0,0,19,31,0,1,org.jfree.chart.renderer.xy.junit.XYBubbleRendererTests.testCloning,CHART,6,False
118,118,118,Chart Bug 6 - Weak Oracle,480,1733,64,202,0,0,5,48,0,0,59,187,0,1,org.jfree.chart.renderer.xy.junit.XYSplineRendererTests.testHashcode,CHART,6,False
119,119,119,Chart Bug 6 - Weak Oracle,216,483,37,86,0,0,0,0,0,0,22,40,0,1,org.jfree.chart.renderer.xy.junit.WindItemRendererTests.testSerialization,CHART,6,False
121,121,121,Chart Bug 6 - Weak Oracle,305,652,54,119,0,0,0,0,0,0,27,51,0,1,org.jfree.chart.renderer.xy.junit.XYBarRendererTests.testSerialization2,CHART,6,False
122,122,122,Chart Bug 7 - Weak Oracle,290,476,21,30,0,0,0,0,2,2,53,81,0,10,org.jfree.data.time.junit.TimePeriodValuesTests.test1161329,CHART,7,False
123,123,123,Chart Bug 4 - Weak Oracle,6521,29032,556,2613,0,0,14,130,25,155,1069,3732,0,1,org.jfree.chart.plot.junit.XYPlotTests.test1654215,CHART,4,False
124,124,124,Chart Bug 6 - Weak Oracle,287,571,49,102,0,0,0,0,0,0,25,44,0,1,org.jfree.chart.renderer.category.junit.LayeredBarRendererTests.testSerialization,CHART,6,False
126,126,126,Chart Bug 20 - Weak Oracle,1597,3586,123,305,0,0,2,2,0,0,213,495,0,1,org.jfree.chart.junit.LineChart3DTests.testReplaceDataset,CHART,20,False
127,127,127,Chart Bug 4 - Weak Oracle,10560,83075,727,7285,3,6,16,322,30,352,1616,10883,0,1,org.jfree.chart.renderer.xy.junit.XYStepRendererTests.testDrawWithNullInfo,CHART,4,False
128,128,128,Chart Bug 6 - Weak Oracle,287,571,49,102,0,0,0,0,0,0,25,44,0,1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests.testSerialization,CHART,6,False
130,130,130,Chart Bug 6 - Weak Oracle,374,1361,64,232,0,0,0,0,0,0,48,130,0,1,org.jfree.chart.renderer.junit.AbstractRendererTests.testEquals,CHART,6,False
131,131,131,Chart Bug 6 - Weak Oracle,174,372,29,65,0,0,0,0,0,0,19,31,0,1,org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests.testCloning,CHART,6,False
132,132,132,Chart Bug 6 - Weak Oracle,470,1642,60,184,0,0,5,48,0,0,53,175,0,1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testHashcode,CHART,6,False
133,133,133,Chart Bug 4 - Weak Oracle,11016,85417,763,7557,3,6,15,316,30,352,1698,11183,0,1,org.jfree.chart.annotations.junit.XYBoxAnnotationTests.testDrawWithNullInfo,CHART,4,False
134,134,134,Chart Bug 6 - Weak Oracle,217,484,37,86,0,0,0,0,0,0,22,40,0,1,org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests.testSerialization,CHART,6,False
135,135,135,Chart Bug 6 - Weak Oracle,367,836,64,156,0,0,0,0,0,0,45,112,0,1,org.jfree.chart.renderer.category.junit.WaterfallBarRendererTests.testSerialization,CHART,6,False
136,136,136,Chart Bug 6 - Weak Oracle,229,445,38,77,0,0,0,0,0,0,22,34,0,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests.testCloning_LegendItemURLGenerator,CHART,6,False
137,137,137,Chart Bug 6 - Weak Oracle,174,372,29,65,0,0,0,0,0,0,19,31,0,1,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests.testCloning,CHART,6,False
138,138,138,Chart Bug 6 - Weak Oracle,226,439,38,77,0,0,0,0,0,0,22,34,0,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests.testCloning2,CHART,6,False
139,139,139,Chart Bug 6 - Weak Oracle,219,480,37,85,0,0,0,0,0,0,22,39,0,1,org.jfree.chart.renderer.xy.junit.XYBlockRendererTests.testEquals,CHART,6,False
140,140,140,Chart Bug 20 - Weak Oracle,11092,46161,1189,5762,0,0,7,50,20,75,1647,6009,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization4,CHART,20,False
141,141,141,Chart Bug 20 - Weak Oracle,7450,17240,531,1242,0,0,3,14,18,41,1158,2320,0,1,org.jfree.chart.junit.GanttChartTests.testDrawWithNullInfo,CHART,20,False
142,142,142,Chart Bug 11 - Weak Oracle,178,452,26,74,0,0,0,0,0,0,23,72,0,7,org.jfree.chart.renderer.xy.junit.XYAreaRendererTests.testEquals,CHART,11,False
143,143,143,Chart Bug 1 - Weak Oracle,8496,2376940,666,149111,1,2,31,45509,30,585,1276,18334,0,1,org.jfree.chart.junit.GanttChartTests.testDrawWithNullInfo2,CHART,1,False
144,144,144,Chart Bug 16 - Weak Oracle,21,21,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testGetRowKeys,CHART,16,False
145,145,145,Chart Bug 16 - Weak Oracle,25,25,1,1,0,0,0,0,0,0,2,2,0,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testGetSeriesCount,CHART,16,False
146,146,146,Chart Bug 6 - Weak Oracle,226,439,38,77,0,0,0,0,0,0,22,34,0,1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests.testCloning,CHART,6,False
147,147,147,Chart Bug 6 - Weak Oracle,174,372,29,65,0,0,0,0,0,0,19,31,0,1,org.jfree.chart.renderer.category.junit.CategoryStepRendererTests.testCloning,CHART,6,False
148,148,148,Chart Bug 20 - Weak Oracle,2787,4496,136,225,2,2,2,2,0,0,367,537,0,1,org.jfree.chart.renderer.category.junit.LineAndShapeRendererTests.testGetLegendItemSeriesIndex,CHART,20,False
149,149,149,Chart Bug 20 - Weak Oracle,1387,2473,112,214,0,0,2,2,0,0,174,311,0,1,org.jfree.chart.junit.BarChartTests.testSetSeriesToolTipGenerator,CHART,20,False
150,150,150,Chart Bug 6 - Weak Oracle,287,675,49,121,0,0,0,0,0,0,25,51,0,1,org.jfree.chart.renderer.category.junit.BarRendererTests.testEquals,CHART,6,False
151,151,151,Chart Bug 6 - Weak Oracle,227,440,38,77,0,0,0,0,0,0,22,34,0,1,org.jfree.chart.renderer.category.junit.GanttRendererTests.testCloning,CHART,6,False
152,152,152,Chart Bug 2 - Weak Oracle,7612,36769,887,5211,0,0,4,14,0,0,1086,4551,0,4,org.jfree.chart.junit.JFreeChartTests.testSerialization4,CHART,2,False
153,153,153,Chart Bug 1 - Weak Oracle,7355,610843,621,38696,2,2,23,11554,26,113,1135,3226,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testBug1572478Horizontal,CHART,1,False
154,154,154,Chart Bug 21 - Weak Oracle,10994,67925,773,6625,1,1,15,65,27,86,1739,6684,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testBug1572478Horizontal,CHART,21,False
155,155,155,Chart Bug 11 - Weak Oracle,148,309,27,58,0,0,0,0,0,0,32,72,0,6,org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests.testEquals,CHART,11,False
156,156,156,Chart Bug 7 - Weak Oracle,144,213,11,11,0,0,0,0,1,1,34,43,0,11,org.jfree.data.time.junit.TimePeriodValuesTests.testGetMinStartIndex,CHART,7,False
159,159,159,Chart Bug 6 - Weak Oracle,472,1633,63,186,0,0,5,48,0,0,53,174,0,1,org.jfree.chart.renderer.xy.junit.ClusteredXYBarRendererTests.testHashcode,CHART,6,False
160,160,160,Chart Bug 6 - Weak Oracle,391,1529,46,163,0,0,5,48,0,0,49,169,0,1,org.jfree.chart.renderer.category.junit.LineRenderer3DTests.testHashcode,CHART,6,False
163,163,163,Chart Bug 4 - Weak Oracle,2495,3814,94,120,2,2,2,2,0,0,321,462,0,1,org.jfree.chart.renderer.xy.junit.YIntervalRendererTests.testGetLegendItemSeriesIndex,CHART,4,False
164,164,164,Chart Bug 4 - Weak Oracle,10292,82661,702,7314,2,4,15,330,36,414,1583,10751,0,1,org.jfree.chart.renderer.xy.junit.XYAreaRendererTests.testDrawWithNullInfo,CHART,4,False
165,165,165,Chart Bug 4 - Weak Oracle,1796,9799,304,1852,0,0,2,2,0,0,191,770,0,1,org.jfree.chart.plot.junit.CombinedRangeXYPlotTests.testCloning,CHART,4,False
166,166,166,Chart Bug 7 - Weak Oracle,306,728,37,92,0,0,0,0,1,1,60,112,0,13,org.jfree.data.time.junit.TimePeriodValuesTests.testSerialization,CHART,7,False
167,167,167,Chart Bug 20 - Weak Oracle,10543,73868,740,6040,1,3,10,293,36,351,1605,9338,0,1,org.jfree.chart.junit.StackedAreaChartTests.testDrawWithNullInfo,CHART,20,False
