,Unnamed: 0,Unnamed: 0.1,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION,FAIL
117,117,117,Chart Bug 19 - weak Oracle,45,61,6,10,0,0,0,0,0,0,5,5,0,5,org.jfree.chart.plot.junit.CategoryPlotTests.testGetRangeAxisIndex,CHART,19,True
120,120,120,Chart Bug 18 - Weak Oracle,23,23,0,0,0,0,0,0,0,0,9,9,0,2,org.jfree.data.junit.DefaultKeyedValuesTests.testRemoveValue,CHART,18,True
125,125,125,Chart Bug 14 - weak Oracle,10,10,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testRemoveDomainMarker,CHART,14,True
129,129,129,Chart Bug 3 - Weak Oracle,275,530,28,50,0,0,0,0,0,0,50,96,0,1,org.jfree.data.time.junit.TimeSeriesTests.testCreateCopy3,CHART,3,True
157,157,157,Chart Bug 21 - Weak Oracle,371,626,33,63,0,0,0,0,0,0,55,95,0,2,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests.testGetRangeBounds,CHART,21,True
158,158,158,Chart Bug 21 - Weak Oracle,166,202,11,12,0,0,0,0,0,0,24,32,0,4,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests.testGetRangeBounds,CHART,21,True
161,161,161,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.junit.BarChartTests.testDrawWithNullInfo,CHART,26,True
162,162,162,Chart Bug 2 - Weak Oracle,162,188,13,13,0,0,0,0,0,0,30,34,0,1,org.jfree.data.general.junit.DatasetUtilitiesTests.testBug2849731_3,CHART,2,True
175,175,175,Chart Bug 13 - weak Oracle,56,59,2,2,0,0,0,0,0,0,14,14,0,3,org.jfree.chart.block.junit.BorderArrangementTests.testSizingWithWidthConstraint,CHART,13,True
213,213,213,Chart Bug 4 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.axis.junit.ValueAxisTests.testAxisMargins,CHART,4,True
218,218,218,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests.testDrawWithNullInfo,CHART,26,True
229,229,229,Chart Bug 18 - Weak Oracle,25,25,3,3,0,0,0,0,0,0,5,5,0,1,org.jfree.data.junit.DefaultKeyedValuesTests.testGetIndex2,CHART,18,True
231,231,231,Chart Bug 22 - Weak Oracle,73,106,7,13,0,0,0,0,0,0,18,25,0,3,org.jfree.data.junit.KeyedObjects2DTests.testGetValueByKey,CHART,22,True
236,236,236,Chart Bug 17 - Weak Oracle,26,26,2,2,0,0,0,0,0,0,6,6,0,1,org.jfree.data.time.junit.TimeSeriesTests.testBug1832432,CHART,17,True
241,241,241,Chart Bug 4 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.axis.junit.NumberAxisTests.testXYAutoRange2,CHART,4,True
263,263,263,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests.testDrawWithNullInfo,CHART,26,True
266,266,266,Chart Bug 20 - Weak Oracle,22,22,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.plot.junit.ValueMarkerTests.test1808376,CHART,20,True
276,276,276,Chart Bug 16 - Weak Oracle,27,27,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testGetColumnIndex,CHART,16,True
279,279,279,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests.testDrawWithNullInfo,CHART,26,True
288,288,288,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.test1654215,CHART,26,True
291,291,291,Chart Bug 22 - Weak Oracle,73,106,7,13,0,0,0,0,0,0,18,25,0,3,org.jfree.data.junit.KeyedObjects2DTests.testSetObject,CHART,22,True
293,293,293,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullInfo,CHART,26,True
303,303,303,Chart Bug 25 - Weak Oracle,120,263,10,27,0,0,0,0,0,0,20,45,0,2,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullDeviationHorizontal,CHART,25,True
304,304,304,Chart Bug 25 - Weak Oracle,369,585,35,59,0,0,1,2,1,2,51,83,0,2,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullDeviationHorizontal,CHART,25,True
305,305,305,Chart Bug 22 - Weak Oracle,66,99,6,12,0,0,0,0,0,0,18,25,0,1,org.jfree.data.junit.KeyedObjects2DTests.testRemoveColumnByKey,CHART,22,True
310,310,310,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.junit.WaterfallChartTests.testDrawWithNullInfo,CHART,26,True
316,316,316,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.junit.GanttChartTests.testDrawWithNullInfo,CHART,26,True
318,318,318,Chart Bug 5 - Weak Oracle,87,98,10,11,0,0,0,0,0,0,11,12,0,1,org.jfree.data.xy.junit.XYSeriesTests.testBug1955483,CHART,5,True
328,328,328,Chart Bug 16 - Weak Oracle,33,33,0,0,0,0,0,0,0,0,6,6,0,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testCloning2,CHART,16,True
335,335,335,Chart Bug 8 - Weak Oracle,13,13,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.data.time.junit.WeekTests.testConstructor,CHART,8,True
347,347,347,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.junit.AreaChartTests.testDrawWithNullInfo,CHART,26,True
352,352,352,Chart Bug 16 - Weak Oracle,17,17,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testGetColumnCount,CHART,16,True
355,355,355,Chart Bug 10 - Weak Oracle,73,545,11,133,0,0,0,0,0,0,15,46,0,1,org.jfree.chart.imagemap.junit.StandardToolTipTagFragmentGeneratorTests.testGenerateURLFragment,CHART,10,True
362,362,362,Chart Bug 22 - Weak Oracle,66,99,6,12,0,0,0,0,0,0,18,25,0,2,org.jfree.data.junit.KeyedObjects2DTests.testRemoveColumnByIndex,CHART,22,True
375,375,375,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullInfo,CHART,26,True
380,380,380,Chart Bug 15 - Weak Oracle,22,22,2,2,0,0,0,0,0,0,5,5,0,1,org.jfree.chart.plot.junit.PiePlot3DTests.testDrawWithNullDataset,CHART,15,True
383,383,383,Chart Bug 22 - Weak Oracle,68,74,8,10,0,0,0,0,0,0,12,13,0,1,org.jfree.data.junit.KeyedObjects2DTests.testRemoveValue,CHART,22,True
384,384,384,Chart Bug 4 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.junit.JFreeChartTests.testSerialization4,CHART,4,True
387,387,387,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.junit.BarChart3DTests.testDrawWithNullInfo,CHART,26,True
403,403,403,Chart Bug 16 - Weak Oracle,25,25,0,0,0,0,0,0,0,0,3,3,0,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testGetRowIndex,CHART,16,True
404,404,404,Chart Bug 25 - Weak Oracle,649,980,63,100,0,0,10,11,5,6,74,125,0,1,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullMeanHorizontal,CHART,25,True
405,405,405,Chart Bug 25 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,2,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullMeanHorizontal,CHART,25,True
421,421,421,Chart Bug 11 - Weak Oracle,63,192,10,35,0,0,0,0,0,0,14,46,0,2,org.jfree.chart.util.junit.ShapeUtilitiesTests.testEqualGeneralPaths,CHART,11,True
428,428,428,Chart Bug 14 - weak Oracle,10,10,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.plot.junit.XYPlotTests.testRemoveDomainMarker,CHART,14,True
439,439,439,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.renderer.category.junit.LayeredBarRendererTests.testDrawWithNullInfo,CHART,26,True
455,455,455,Chart Bug 16 - Weak Oracle,17,17,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testGetRowCount,CHART,16,True
461,461,461,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization3,CHART,26,True
473,473,473,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.junit.StackedBarChartTests.testDrawWithNullInfo,CHART,26,True
491,491,491,Chart Bug 9 - Weak Oracle,28,28,6,6,0,0,0,0,0,0,4,4,0,1,org.jfree.data.time.junit.TimeSeriesTests.testBug1864222,CHART,9,True
497,497,497,Chart Bug 6 - Weak Oracle,137,323,15,36,0,0,2,8,1,2,16,30,0,1,org.jfree.chart.util.junit.ShapeListTests.testSerialization,CHART,6,True
502,502,502,Chart Bug 4 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.axis.junit.LogAxisTests.testXYAutoRange1,CHART,4,True
511,511,511,Chart Bug 16 - Weak Oracle,22,22,0,0,0,0,0,0,0,0,2,2,0,1,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests.testGetSeriesIndex,CHART,16,True
534,534,534,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.junit.LineChart3DTests.testDrawWithNullInfo,CHART,26,True
539,539,539,Chart Bug 6 - Weak Oracle,67,132,10,20,0,0,0,0,0,0,8,12,0,1,org.jfree.chart.util.junit.ShapeListTests.testEquals,CHART,6,True
541,541,541,Chart Bug 22 - Weak Oracle,14,14,1,1,0,0,0,0,0,0,4,4,0,2,org.jfree.data.junit.KeyedObjects2DTests.testRemoveRowByKey,CHART,22,True
543,543,543,Chart Bug 24 - Weak Oracle,29,29,1,1,0,0,1,1,1,1,3,3,0,3,org.jfree.chart.renderer.junit.GrayPaintScaleTests.testGetPaint,CHART,24,True
551,551,551,Chart Bug 2 - Weak Oracle,171,194,13,13,0,0,0,0,0,0,31,35,0,1,org.jfree.data.general.junit.DatasetUtilitiesTests.testBug2849731_2,CHART,2,True
553,553,553,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.junit.StackedBarChart3DTests.testDrawWithNullInfo,CHART,26,True
555,555,555,Chart Bug 4 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.axis.junit.LogAxisTests.testXYAutoRange2,CHART,4,True
579,579,579,Chart Bug 26 - Weak Oracle,9,9,1,1,0,0,0,0,0,0,3,3,0,1,org.jfree.chart.junit.GanttChartTests.testDrawWithNullInfo2,CHART,26,True
