,VERSION,TESTNAME
26,77,org.apache.commons.math.linear.SparseRealVectorTest.testBasicFunctions
27,18,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testFitAccuracyDependsOnBoundary
28,29,org.apache.commons.math3.linear.SparseRealVectorTest.testEbeDivideMixedTypes
29,29,org.apache.commons.math3.linear.SparseRealVectorTest.testEbeMultiplyMixedTypes
30,29,org.apache.commons.math3.linear.SparseRealVectorTest.testEbeMultiplySameType
31,101,org.apache.commons.math.complex.ComplexFormatTest.testForgottenImaginaryCharacter
32,101,org.apache.commons.math.complex.FrenchComplexFormatTest.testForgottenImaginaryCharacter
33,71,org.apache.commons.math.ode.nonstiff.ClassicalRungeKuttaIntegratorTest.testMissedEndEvent
34,71,org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest.testMissedEndEvent
35,82,org.apache.commons.math.optimization.linear.SimplexSolverTest.testMath288
36,32,org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest.testIssue780
37,20,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testMath864
38,12,org.apache.commons.math3.distribution.GammaDistributionTest.testDistributionClone
39,12,org.apache.commons.math3.distribution.LogNormalDistributionTest.testDistributionClone
40,12,org.apache.commons.math3.distribution.NormalDistributionTest.testDistributionClone
41,97,org.apache.commons.math.analysis.BrentSolverTest.testRootEndpoints
42,79,org.apache.commons.math.stat.clustering.KMeansPlusPlusClustererTest.testPerformClusterAnalysisDegenerate
43,26,org.apache.commons.math3.fraction.FractionTest.testIntegerOverflow
44,93,org.apache.commons.math.util.MathUtilsTest.testFactorial
45,39,org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest.testTooLargeFirstStep
46,36,org.apache.commons.math.fraction.BigFractionTest.testFloatValueForLargeNumeratorAndDenominator
47,36,org.apache.commons.math.fraction.BigFractionTest.testDoubleValueForLargeNumeratorAndDenominator
48,60,org.apache.commons.math.distribution.NormalDistributionTest.testExtremeValues
49,16,org.apache.commons.math3.util.FastMathTest.testMath905LargePositive
50,16,org.apache.commons.math3.util.FastMathTest.testMath905LargeNegative
51,89,org.apache.commons.math.stat.FrequencyTest.testAddNonComparable
52,45,org.apache.commons.math.linear.OpenMapRealMatrixTest.testMath679
53,87,org.apache.commons.math.optimization.linear.SimplexSolverTest.testSingleVariableAndConstraint
54,104,org.apache.commons.math.special.GammaTest.testRegularizedGammaPositivePositive
55,28,org.apache.commons.math3.optimization.linear.SimplexSolverTest.testMath828Cycle
56,86,org.apache.commons.math.linear.CholeskyDecompositionImplTest.testMath274
57,86,org.apache.commons.math.linear.CholeskyDecompositionImplTest.testNotPositiveDefinite
58,31,org.apache.commons.math3.distribution.BinomialDistributionTest.testMath718
59,31,org.apache.commons.math3.distribution.FDistributionTest.testMath785
60,14,org.apache.commons.math3.fitting.PolynomialFitterTest.testLargeSample
61,85,org.apache.commons.math.distribution.NormalDistributionTest.testMath280
62,38,org.apache.commons.math.optimization.direct.BOBYQAOptimizerTest.testConstrainedRosenWithMoreInterpolationPoints
63,5,org.apache.commons.math3.complex.ComplexTest.testReciprocalZero
64,50,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest.testIssue631
65,10,org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest.testAtan2SpecialCases
66,56,org.apache.commons.math.util.MultidimensionalCounterTest.testIterationConsistency
67,76,org.apache.commons.math.linear.SingularValueSolverTest.testMath320A
68,76,org.apache.commons.math.linear.SingularValueSolverTest.testMath320B
69,88,org.apache.commons.math.optimization.linear.SimplexSolverTest.testMath272
70,92,org.apache.commons.math.util.MathUtilsTest.testBinomialCoefficientLarge
71,6,org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest.testTrivial
72,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testConstrainedRosen
73,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testElliRotated
74,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testEllipse
75,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testTwoAxes
76,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testCigar
77,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testRosen
78,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testRastrigin
79,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testDiagonalRosen
80,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testSsDiffPow
81,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testMaximize
82,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testAckley
83,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testCigTab
84,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testDiffPow
85,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testSphere
86,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testTablet
87,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testCigarWithBoundaries
88,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizerTest.testSumSinc
89,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest.testMaximize1
90,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest.testMaximize2
91,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest.testMinimize1
92,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest.testMinimize2
93,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testMaximize1
94,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testMaximize2
95,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testMinimize1
96,6,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest.testMinimize2
97,6,org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest.testGetIterations
98,6,org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest.testGetIterations
99,100,org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testBoundParameters
100,13,org.apache.commons.math3.optimization.fitting.PolynomialFitterTest.testLargeSample
101,19,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testBoundaryRangeTooLarge
102,103,org.apache.commons.math.distribution.NormalDistributionTest.testExtremeValues
103,23,org.apache.commons.math3.optimization.univariate.BrentOptimizerTest.testKeepInitIfBest
104,34,org.apache.commons.math3.genetics.ListPopulationTest.testIterator
105,24,org.apache.commons.math3.optimization.univariate.BrentOptimizerTest.testMath855
106,66,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizerTest.testQuinticMin
107,66,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizerTest.testSinMin
108,66,org.apache.commons.math.optimization.univariate.BrentOptimizerTest.testQuinticMinStatistics
109,66,org.apache.commons.math.optimization.univariate.BrentOptimizerTest.testSinMin
110,67,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizerTest.testQuinticMin
111,27,org.apache.commons.math3.fraction.FractionTest.testMath835
112,9,org.apache.commons.math3.geometry.euclidean.threed.LineTest.testRevert
113,64,org.apache.commons.math.optimization.general.MinpackTest.testMinpackJennrichSampson
114,64,org.apache.commons.math.optimization.general.MinpackTest.testMinpackFreudensteinRoth
115,22,org.apache.commons.math3.distribution.FDistributionTest.testIsSupportLowerBoundInclusive
116,22,org.apache.commons.math3.distribution.UniformRealDistributionTest.testIsSupportUpperBoundInclusive
117,15,org.apache.commons.math3.util.FastMathTest.testMath904
118,63,org.apache.commons.math.util.MathUtilsTest.testArrayEquals
119,90,org.apache.commons.math.stat.FrequencyTest.testAddNonComparable
120,78,org.apache.commons.math.ode.events.EventStateTest.closeEvents
121,81,org.apache.commons.math.linear.EigenDecompositionImplTest.testMath308
122,61,org.apache.commons.math.distribution.PoissonDistributionTest.testMean
123,41,org.apache.commons.math.stat.descriptive.moment.VarianceTest.testEvaluateArraySegmentWeighted
124,57,org.apache.commons.math.stat.clustering.KMeansPlusPlusClustererTest.testSmallDistances
125,33,org.apache.commons.math3.optimization.linear.SimplexSolverTest.testMath781
126,91,org.apache.commons.math.fraction.FractionTest.testCompareTo
127,53,org.apache.commons.math.complex.ComplexTest.testAddNaN
128,40,org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolverTest.testIssue716
129,42,org.apache.commons.math.optimization.linear.SimplexSolverTest.testMath713NegativeVariable
130,17,org.apache.commons.math3.dfp.DfpTest.testMultiply
131,52,org.apache.commons.math.geometry.euclidean.threed.RotationTest.testIssue639
132,30,org.apache.commons.math3.stat.inference.MannWhitneyUTestTest.testBigDataSet
133,54,org.apache.commons.math.dfp.DfpTest.testIssue567
134,70,org.apache.commons.math.analysis.solvers.BisectionSolverTest.testMath369
135,4,org.apache.commons.math3.geometry.euclidean.threed.SubLineTest.testIntersectionNotIntersecting
136,4,org.apache.commons.math3.geometry.euclidean.twod.SubLineTest.testIntersectionParallel
137,58,org.apache.commons.math.optimization.fitting.GaussianFitterTest.testMath519
138,73,org.apache.commons.math.analysis.solvers.BrentSolverTest.testBadEndpoints
139,47,org.apache.commons.math.complex.ComplexTest.testAtanI
140,47,org.apache.commons.math.complex.ComplexTest.testDivideZero
141,3,org.apache.commons.math3.util.MathArraysTest.testLinearCombinationWithSingleElementArray
142,49,org.apache.commons.math.linear.SparseRealVectorTest.testConcurrentModification
143,96,org.apache.commons.math.complex.ComplexTest.testMath221
144,75,org.apache.commons.math.stat.FrequencyTest.testPcts
145,25,org.apache.commons.math3.optimization.fitting.HarmonicFitterTest.testMath844
146,59,org.apache.commons.math.util.FastMathTest.testMinMaxFloat
147,8,org.apache.commons.math3.distribution.DiscreteRealDistributionTest.testIssue942
148,2,org.apache.commons.math3.distribution.HypergeometricDistributionTest.testMath1021
149,102,org.apache.commons.math.stat.inference.ChiSquareFactoryTest.testChiSquareLargeTestStatistic
150,102,org.apache.commons.math.stat.inference.ChiSquareFactoryTest.testChiSquare
151,102,org.apache.commons.math.stat.inference.ChiSquareTestTest.testChiSquareLargeTestStatistic
152,102,org.apache.commons.math.stat.inference.ChiSquareTestTest.testChiSquare
153,102,org.apache.commons.math.stat.inference.TestUtilsTest.testChiSquareLargeTestStatistic
154,102,org.apache.commons.math.stat.inference.TestUtilsTest.testChiSquare
155,46,org.apache.commons.math.complex.ComplexTest.testAtanI
156,46,org.apache.commons.math.complex.ComplexTest.testDivideZero
157,69,org.apache.commons.math.stat.correlation.PearsonsCorrelationTest.testPValueNearZero
158,69,org.apache.commons.math.stat.correlation.SpearmansRankCorrelationTest.testPValueNearZero
159,83,org.apache.commons.math.optimization.linear.SimplexSolverTest.testMath286
160,35,org.apache.commons.math3.genetics.ElitisticListPopulationTest.testChromosomeListConstructorTooLow
161,35,org.apache.commons.math3.genetics.ElitisticListPopulationTest.testConstructorTooHigh
162,35,org.apache.commons.math3.genetics.ElitisticListPopulationTest.testConstructorTooLow
163,35,org.apache.commons.math3.genetics.ElitisticListPopulationTest.testChromosomeListConstructorTooHigh
164,74,org.apache.commons.math.ode.nonstiff.AdamsMoultonIntegratorTest.polynomial
165,55,org.apache.commons.math.geometry.Vector3DTest.testCrossProductCancellation
166,68,org.apache.commons.math.optimization.general.MinpackTest.testMinpackJennrichSampson
167,68,org.apache.commons.math.optimization.general.MinpackTest.testMinpackFreudensteinRoth
168,21,org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest.testMath789
169,21,org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest.testFullRank
170,48,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest.testIssue631
171,72,org.apache.commons.math.analysis.solvers.BrentSolverTest.testRootEndpoints
172,106,org.apache.commons.math.fraction.FractionFormatTest.testParseProperInvalidMinus
173,44,org.apache.commons.math.ode.events.EventStateTest.testIssue695
174,98,org.apache.commons.math.linear.BigMatrixImplTest.testMath209
175,98,org.apache.commons.math.linear.RealMatrixImplTest.testMath209
