,Unnamed: 0,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION,FAIL
1829,1829,Time Bug 26 - Weak Oracle,766,1749,68,191,2,5,3,4,5,10,89,162,0,1,org.joda.time.TestDateTimeZoneCutover.testWithMillisOfSecondInDstChange_NewYork_winter,TIME,26,True
1859,1859,Time Bug 12 - Weak Oracle 2,1005,3215,88,339,2,6,3,3,3,9,138,386,0,1,org.joda.time.TestLocalDate_Constructors.testFactory_fromDateFields_beforeYearZero1,TIME,12,True
1922,1922,Time Bug 6 - Weak Oracle,2508,7055,194,494,6,25,10,33,8,44,319,700,0,1,org.joda.time.chrono.TestGJDate.test_cutoverPreZero,TIME,6,True
1938,1938,Time Bug 3 - Weak Oracle,1333,5898,110,574,5,18,7,23,7,36,155,528,0,1,org.joda.time.TestMutableDateTime_Adds.testAddYears_int_dstOverlapWinter_addZero,TIME,3,True
1939,1939,Time Bug 3 - Weak Oracle,1313,4270,108,396,5,14,7,17,7,27,149,377,0,1,org.joda.time.TestMutableDateTime_Adds.testAddYears_int_dstOverlapWinter_addZero,TIME,3,True
1942,1942,Time Bug 11 - Weak Oracle,9,9,0,0,0,0,0,0,0,0,4,4,0,2,org.joda.time.tz.TestCompiler.testDateTimeZoneBuilder,TIME,11,True
1954,1954,Time Bug 25 - Weak Oracle,717,3006,68,345,2,8,3,8,5,18,83,287,0,1,org.joda.time.TestDateTimeZoneCutover.test_getOffsetFromLocal_Moscow_Autumn_overlap_mins,TIME,25,True
2020,2020,Time Bug 26 - Weak Oracle,799,3246,73,378,3,15,3,6,5,19,94,304,0,1,org.joda.time.TestDateTimeZoneCutover.testBug2182444_usCentral,TIME,26,True
2025,2025,Time Bug 12 - Weak Oracle 2,1202,6915,80,676,6,18,10,20,7,44,175,740,0,1,org.joda.time.TestLocalDateTime_Constructors.testFactory_fromDateFields_beforeYearZero3,TIME,12,True
2062,2062,Time Bug 3 - Weak Oracle,1323,5910,109,574,5,18,7,24,7,36,154,528,0,1,org.joda.time.TestMutableDateTime_Adds.testAddDays_int_dstOverlapWinter_addZero,TIME,3,True
2063,2063,Time Bug 3 - Weak Oracle,1303,4282,107,396,5,14,7,18,7,27,148,377,0,1,org.joda.time.TestMutableDateTime_Adds.testAddDays_int_dstOverlapWinter_addZero,TIME,3,True
2143,2143,Time Bug 4 - Weak Oracle,179,480,9,32,0,0,0,0,0,0,28,69,0,1,org.joda.time.TestPartial_Basics.testWith3,TIME,4,True
2154,2154,Time Bug 24 - Weak Oracle,687,2475,66,263,2,4,3,4,4,10,93,310,0,1,org.joda.time.format.TestDateTimeFormatter.testParseLocalDate_year_month_week_2016,TIME,24,True
2161,2161,Time Bug 21 - Weak Oracle,934,5279,66,434,4,20,6,25,8,42,111,461,0,1,org.joda.time.TestDateTimeZone.testGetShortName_berlin,TIME,21,True
2198,2198,Time Bug 16 - Weak Oracle,1832,5823,159,632,5,37,7,20,6,23,210,514,0,1,org.joda.time.format.TestDateTimeFormatter.testParseInto_monthOnly_parseEndYear,TIME,16,True
2204,2204,Time Bug 7 - Weak Oracle,1157,2639,87,260,1,2,3,4,4,8,148,266,0,1,org.joda.time.format.TestDateTimeFormatter.testParseInto_monthDay_feb29_newYork_startOfYear,TIME,7,True
2227,2227,Time Bug 7 - Weak Oracle,1170,2601,93,258,2,3,3,4,4,8,149,265,0,1,org.joda.time.format.TestDateTimeFormatter.testParseInto_monthDay_feb29_tokyo_endOfYear,TIME,7,True
2242,2242,Time Bug 5 - Weak Oracle,198,379,15,38,1,1,1,1,1,1,25,35,0,1,org.joda.time.TestPeriod_Basics.testNormalizedStandard_periodType_monthsWeeks,TIME,5,True
2248,2248,Time Bug 20 - Weak Oracle 1,504,8082,33,388,0,0,3,208,0,0,77,778,0,1,org.joda.time.format.TestDateTimeFormatterBuilder.test_printParseZoneDawsonCreek,TIME,20,True
2272,2272,Time Bug 19 - Weak Oracle 2,630,1461,56,155,2,4,1,3,3,7,71,136,0,1,org.joda.time.TestDateTimeZoneCutover.testDateTimeCreation_london,TIME,19,True
2289,2289,Time Bug 10 - Weak Oracle,581,1526,41,133,1,2,2,3,2,7,90,168,0,1,org.joda.time.TestMonths.testFactory_monthsBetween_RPartial_MonthDay,TIME,10,True
2296,2296,Time Bug 14 - Weak Oracle,491,797,37,69,1,1,1,1,2,3,75,98,0,1,org.joda.time.TestMonthDay_Basics.testPlusDays_int_fromLeap,TIME,14,True
2343,2343,Time Bug 6 - Weak Oracle,540,1055,40,96,4,10,1,1,4,9,76,106,0,1,org.joda.time.chrono.TestGJDate.test_plusYears_positiveToZero_crossCutover,TIME,6,True
2364,2364,Time Bug 25 - Weak Oracle,689,1572,66,177,2,4,3,5,5,9,74,143,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_constructor_Moscow_Autumn,TIME,25,True
2390,2390,Time Bug 15 - Weak Oracle,12,12,1,1,0,0,0,0,0,0,2,2,0,2,org.joda.time.field.TestFieldUtils.testSafeMultiplyLongInt,TIME,15,True
2502,2502,Time Bug 12 - Weak Oracle 1,1140,6793,78,672,4,16,8,16,6,42,169,730,0,1,org.joda.time.TestLocalDateTime_Constructors.testFactory_fromCalendarFields_beforeYearZero3,TIME,12,True
2613,2613,Time Bug 22 - Weak Oracle,72,115,6,8,0,0,0,0,0,0,10,12,0,1,org.joda.time.TestPeriod_Constructors.testConstructor_long_fixedZone,TIME,22,True
2633,2633,Time Bug 6 - Weak Oracle,943,3571,78,339,3,4,2,4,4,17,133,400,0,1,org.joda.time.chrono.TestGJDate.test_plusYears_positiveToNegative_crossCutover,TIME,6,True
